Rpt Rec Num,Prvdr Num Chr,Provider Name,City,State Abbrev,Clean Provider Group,Clean Provider Model Class,Revenue Source Method,Stabilization Tier,Stabilization Basis,Net Patient Revenue Model,Outpatient Exposure Used,Outpatient Repricing Pressure,Uncompensated Care Offset,Stabilization Support,Base Net Impact,Base Net Impact Pct Npr,Scenario B 50pct Repricing Net Impact,Scenario B 50pct Repricing Net Impact Pct Npr,Scenario C 25pct Repricing Net Impact,Scenario C 25pct Repricing Net Impact Pct Npr,Scenario D Floor 7 5pct Added Support,Scenario D Floor 7 5pct Net Impact Pct Npr,Scenario F 25pct Repricing Floor 5pct Added Support,Scenario F 25pct Repricing Floor 5pct Net Impact Pct Npr
829502,524008,MENDOTA MENTAL HEALTH INSTITUTE,MADISON,WI,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,27689912,16979565.6,-1697956.56,$0,$0,"-$1,697,957",-0.0613204028961883,-848978.28,-0.0306602014480942,-424489.14,-0.0153301007240471,0,-0.0613204028961883,0,-0.0153301007240471
824559,184015,CENTRAL STATE HOSPITAL,LOUISVILLE,KY,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,5223150,2722678,-272267.8,$0,$0,"-$272,268",-0.0521271263509568,-136133.9,-0.0260635631754784,-68066.95,-0.0130317815877392,0,-0.0521271263509568,0,-0.0130317815877392
824406,494029,SOUTHWESTERN VA MENTAL HLTH INST IPT,MARION,VA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,14495960,7227601.1,-722760.11,$0,$0,"-$722,760",-0.0498594166926509,-361380.055,-0.0249297083463255,-180690.0275,-0.0124648541731627,0,-0.0498594166926509,0,-0.0124648541731627
829102,234025,CARO PSYCHIATRIC HOSPITAL,CARO,MI,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,13182969,6294787.6,-629478.76,$0,$0,"-$629,479",-0.0477493924168372,-314739.38,-0.0238746962084186,-157369.69,-0.0119373481042093,0,-0.0477493924168372,0,-0.0119373481042093
824268,144031,ALEXIAN BROTHERS BEHAVIORAL HEALTH,HOFFMAN ESTATES,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,72172363,29409828.724625,-2940982.8724625,$0,$0,"-$2,940,983",-0.0407494330269123,-1470491.43623125,-0.0203747165134561,-735245.718115625,-0.0101873582567281,0,-0.0407494330269123,0,-0.0101873582567281
828494,264007,N.W. MO PSYCHIATRIC REHAB CTR,ST.JOSEPH,MO,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,24099251,7695697.7,-769569.77,$0,$0,"-$769,570",-0.0319333480530163,-384784.885,-0.0159666740265081,-192392.4425,-0.00798333701325406,0,-0.0319333480530163,0,-0.00798333701325406
829894,384008,OREGON STATE HOSPITAL,SALEM,OR,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,160642502,49758488.1,-4975848.81,$0,$0,"-$4,975,849",-0.0309746720080343,-2487924.405,-0.0154873360040172,-1243962.2025,-0.00774366800200858,0,-0.0309746720080343,0,-0.00774366800200858
828495,264008,CENTER FOR BEHAVIORAL MEDICINE,KANSAS CITY,MO,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,15398929,4581005.7,-458100.57,$0,$0,"-$458,101",-0.0297488591576726,-229050.285,-0.0148744295788363,-114525.1425,-0.00743721478941815,0,-0.0297488591576726,0,-0.00743721478941815
825556,184004,EASTERN STATE HOSPITAL,LEXINGTON,KY,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,48209699,6813571.1,-681357.11,$0,$0,"-$681,357",-0.0141331956874487,-340678.555,-0.00706659784372435,-170339.2775,-0.00353329892186218,0,-0.0141331956874487,0,-0.00353329892186218
824467,54009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT,LOS ANGELES,CA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,70821028,8796423.52467333,-879642.352467333,$0,$0,"-$879,642",-0.0124206380125876,-439821.176233667,-0.00621031900629382,-219910.588116833,-0.00310515950314691,0,-0.0124206380125876,0,-0.00310515950314691
824913,54144,LANGLEY PORTER PSYCHIATRIC HOSPITAL,SAN FRANCISCO,CA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,23980656,2831413.61381791,-283141.361381791,$0,$0,"-$283,141",-0.0118070732252609,-141570.680690896,-0.00590353661263043,-70785.3403454478,-0.00295176830631521,0,-0.0118070732252609,0,-0.00295176830631521
829554,454100,EL PASO PSYCHIATRIC CENTER,EL PASO,TX,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,25282338,2751903,-275190.3,$0,$0,"-$275,190",-0.0108846855856448,-137595.15,-0.0054423427928224,-68797.575,-0.0027211713964112,0,-0.0108846855856448,0,-0.0027211713964112
823870,174006,LARNED STATE HOSPITAL,LARNED,KS,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,117807658,12786892.9,-1278689.29,$0,$0,"-$1,278,689",-0.0108540421879875,-639344.645,-0.00542702109399374,-319672.3225,-0.00271351054699687,0,-0.0108540421879875,0,-0.00271351054699687
829323,234026,KALAMAZOO PSYCHIATRIC HOSPITAL,KALAMAZOO,MI,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,61559404,6556843.6,-655684.36,$0,$0,"-$655,684",-0.0106512460711933,-327842.18,-0.00532562303559664,-163921.09,-0.00266281151779832,0,-0.0106512460711933,0,-0.00266281151779832
824087,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,36930898,3693089.8,-369308.98,$0,$0,"-$369,309",-0.01,-184654.49,-0.005,-92327.245,-0.0025,0,-0.01,0,-0.0025
824669,394001,NORRISTOWN STATE HOSPITAL,NORRISTOWN,PA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,136207389,13620738.9,-1362073.89,$0,$0,"-$1,362,074",-0.01,-681036.945,-0.005,-340518.4725,-0.0025,0,-0.01,0,-0.0025
824789,224031,CAPE COD AND ISLANDS MENTAL HEALTH C,POCASSET,MA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,9222597,922259.7,-92225.97,$0,$0,"-$92,226",-0.01,-46112.985,-0.005,-23056.4925,-0.0025,0,-0.01,0,-0.0025
825285,394016,WARREN STATE HOSPITAL,WARREN,PA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,66263978,6626397.8,-662639.78,$0,$0,"-$662,640",-0.01,-331319.89,-0.005,-165659.945,-0.0025,0,-0.01,0,-0.0025
825657,394014,WERNERSVILLE STATE HOSPITAL,WERNERSVILLE,PA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,88056772,8805677.2,-880567.72,$0,$0,"-$880,568",-0.01,-440283.86,-0.005,-220141.93,-0.0025,0,-0.01,0,-0.0025
825767,144037,ELGIN MENTAL HEALTH CENTER,ELGIN,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,91230572,9123057.2,-912305.72,$0,$0,"-$912,306",-0.01,-456152.86,-0.005,-228076.43,-0.0025,0,-0.01,0,-0.0025
825768,144038,CHOATE MENTAL HEALTH CENTER,ANNA,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,57942631,5794263.1,-579426.31,$0,$0,"-$579,426",-0.01,-289713.155,-0.005,-144856.5775,-0.0025,0,-0.01,0,-0.0025
826330,194008,EAST LA STATE MENTAL HEALTH SYSTEM,JACKSON,LA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,199676804,19967680.4,-1996768.04,$0,$0,"-$1,996,768",-0.01,-998384.02,-0.005,-499192.01,-0.0025,0,-0.01,0,-0.0025
826388,394012,CLARKS SUMMIT STATE HOSPITAL,CLARKS SUMMIT,PA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,60008271,6000827.1,-600082.71,$0,$0,"-$600,083",-0.01,-300041.355,-0.005,-150020.6775,-0.0025,0,-0.01,0,-0.0025
827857,144021,PACKARD MENTAL HEALTH CENTER,SPRINGFIELD,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,35458401,3545840.1,-354584.01,$0,$0,"-$354,584",-0.01,-177292.005,-0.005,-88646.0025,-0.0025,0,-0.01,0,-0.0025
827858,144028,JOHN J MADDEN MENTAL HEALTH CENTER,HINES,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,30410276,3041027.6,-304102.76,$0,$0,"-$304,103",-0.01,-152051.38,-0.005,-76025.69,-0.0025,0,-0.01,0,-0.0025
827863,224040,DR. SOLOMON CARTER FULLER MENTAL HL,BOSTON,MA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,28099070,2809907,-280990.7,$0,$0,"-$280,991",-0.01,-140495.35,-0.005,-70247.675,-0.0025,0,-0.01,0,-0.0025
827941,224032,WORCESTER RECOVERY CENTER AND HOSP,WORCESTER,MA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,129055924,12905592.4,-1290559.24,$0,$0,"-$1,290,559",-0.01,-645279.62,-0.005,-322639.81,-0.0025,0,-0.01,0,-0.0025
827992,244011,ANNANDALE BEHAVIORAL HEALTH HSP,ST. PAUL,MN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,9708041,970804.1,-97080.41,$0,$0,"-$97,080",-0.01,-48540.205,-0.005,-24270.1025,-0.0025,0,-0.01,0,-0.0025
828033,194025,CENTRAL LA. STATE HOSPITAL,PINEVILLE,LA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,49554770,4955477,-495547.7,$0,$0,"-$495,548",-0.01,-247773.85,-0.005,-123886.925,-0.0025,0,-0.01,0,-0.0025
828036,224028,CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,12179372,1217937.2,-121793.72,$0,$0,"-$121,794",-0.01,-60896.86,-0.005,-30448.43,-0.0025,0,-0.01,0,-0.0025
828059,444008,WESTERN MENTAL HLTH INSTIT.,BOLIVAR,TN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,52387172,5238717.2,-523871.72,$0,$0,"-$523,872",-0.01,-261935.86,-0.005,-130967.93,-0.0025,0,-0.01,0,-0.0025
828092,204004,DOROTHEA DIX PSYCHIATRIC CENTER,BANGOR,ME,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,41130859,4113085.9,-411308.59,$0,$0,"-$411,309",-0.01,-205654.295,-0.005,-102827.1475,-0.0025,0,-0.01,0,-0.0025
828093,204008,RIVERVIEW PSYCHIATRIC HOSPITAL,AUGUSTA,ME,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,53020924,5302092.4,-530209.24,$0,$0,"-$530,209",-0.01,-265104.62,-0.005,-132552.31,-0.0025,0,-0.01,0,-0.0025
828120,444001,MEMPHIS MENTAL HLTH INSTITUTE,MEMPHIS,TN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,26538640,2653864,-265386.4,$0,$0,"-$265,386",-0.01,-132693.2,-0.005,-66346.6,-0.0025,0,-0.01,0,-0.0025
828121,444002,MOCCASIN BEND MENTAL HLTH INSTITUTE,CHATTANOOGA,TN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,56349105,5634910.5,-563491.05,$0,$0,"-$563,491",-0.01,-281745.525,-0.005,-140872.7625,-0.0025,0,-0.01,0,-0.0025
828122,444014,MIDDLE TENN MENTAL HLTH INSTITUTE,NASHVILLE,TN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,70984501,7098450.1,-709845.01,$0,$0,"-$709,845",-0.01,-354922.505,-0.005,-177461.2525,-0.0025,0,-0.01,0,-0.0025
828137,74012,SOUTHWEST CT MENTAL HEALTH SYSTEM,BRIDGEPORT,CT,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,54989000,5498900,-549890,$0,$0,"-$549,890",-0.01,-274945,-0.005,-137472.5,-0.0025,0,-0.01,0,-0.0025
828190,164002,MENTAL HEALTH INSTITUTE,CHEROKEE,IA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,22503569,2250356.9,-225035.69,$0,$0,"-$225,036",-0.01,-112517.845,-0.005,-56258.9225,-0.0025,0,-0.01,0,-0.0025
828223,474004,VERMONT PSYCHIATRIC CARE HOSPITAL,BERLIN,VT,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,36921486,3692148.6,-369214.86,$0,$0,"-$369,215",-0.01,-184607.43,-0.005,-92303.715,-0.0025,0,-0.01,0,-0.0025
828340,334009,NEW YORK P.I.,NEW YORK,NY,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,88545177,8854517.7,-885451.77,$0,$0,"-$885,452",-0.01,-442725.885,-0.005,-221362.9425,-0.0025,0,-0.01,0,-0.0025
828380,144010,CHICAGO READ MENTAL HEALTH CENTER,CHICAGO,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,45439339,4543933.9,-454393.39,$0,$0,"-$454,393",-0.01,-227196.695,-0.005,-113598.3475,-0.0025,0,-0.01,0,-0.0025
828381,144016,ALTON MENTAL HEALTH CENTER,ALTON,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,32019135,3201913.5,-320191.35,$0,$0,"-$320,191",-0.01,-160095.675,-0.005,-80047.8375,-0.0025,0,-0.01,0,-0.0025
828427,54122,NAPA STATE HOSPITAL,NAPA,CA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,436212843,43621284.3,-4362128.43,$0,$0,"-$4,362,128",-0.01,-2181064.215,-0.005,-1090532.1075,-0.0025,0,-0.01,0,-0.0025
828577,334060,KIRBY FORENSIC P.C.,NEW YORK,NY,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,77054757,7705475.7,-770547.57,$0,$0,"-$770,548",-0.01,-385273.785,-0.005,-192636.8925,-0.0025,0,-0.01,0,-0.0025
828994,164003,MENTAL HEALTH INSTITUTE,INDEPENDENCE,IA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,26533040,2653304,-265330.4,$0,$0,"-$265,330",-0.01,-132665.2,-0.005,-66332.6,-0.0025,0,-0.01,0,-0.0025
829151,34021,ARIZONA STATE HOSPITAL,PHOENIX,AZ,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,76858503,7685850.3,-768585.03,$0,$0,"-$768,585",-0.01,-384292.515,-0.005,-192146.2575,-0.0025,0,-0.01,0,-0.0025
829159,54133,METROPOLITAN STATE HOSPITAL,NORWALK,CA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,349160828,34916082.8,-3491608.28,$0,$0,"-$3,491,608",-0.01,-1745804.14,-0.005,-872902.07,-0.0025,0,-0.01,0,-0.0025
829326,244013,FERGUS FALLS CBHH,ST. PAUL,MN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,9117304,911730.4,-91173.04,$0,$0,"-$91,173",-0.01,-45586.52,-0.005,-22793.26,-0.0025,0,-0.01,0,-0.0025
829327,244017,CBHH- ROCHESTER,ST. PAUL,MN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,9389045,938904.5,-93890.45,$0,$0,"-$93,890",-0.01,-46945.225,-0.005,-23472.6125,-0.0025,0,-0.01,0,-0.0025
829432,74011,CONNECTICUT MENTAL HEALTH CENTER,NEW HAVEN,CT,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,48013376,4801337.6,-480133.76,$0,$0,"-$480,134",-0.01,-240066.88,-0.005,-120033.44,-0.0025,0,-0.01,0,-0.0025
