rpt_rec_num,prvdr_num_chr,provider_name,city,state_abbrev,raw_provider_model_class,clean_provider_group,clean_provider_model_class,revenue_source_method,net_patient_revenue_model,outpatient_exposure_used,outpatient_repricing_pressure,uncompensated_care_offset,stabilization_support,net_provider_impact,net_provider_impact_pct_of_npr,stabilization_tier,stabilization_basis,transition_support_cap_rate,annual_transition_support_cap_model,large_negative_impact_flag,severe_negative_impact_flag,permanent_rural_access_eligible_flag,pediatric_transition_eligible_flag,high_stabilization_tier_flag,case_B_temporary_support,case_C_temporary_support,case_D_permanent_rural_access_support,case_E_temporary_support,case_F_temporary_support,case_F_permanent_rural_access_support,case_F_total_added_support,case_A_net_impact,case_A_net_impact_pct_npr,case_B_net_impact,case_B_net_impact_pct_npr,case_C_net_impact,case_C_net_impact_pct_npr,case_D_net_impact,case_D_net_impact_pct_npr,case_E_net_impact,case_E_net_impact_pct_npr,case_F_net_impact,case_F_net_impact_pct_npr,phasein_year1_net_impact,phasein_year1_net_impact_pct_npr,phasein_year2_net_impact,phasein_year2_net_impact_pct_npr,phasein_year3_net_impact,phasein_year3_net_impact_pct_npr,phasein_year4_plus_net_impact,phasein_year4_plus_net_impact_pct_npr
823345,344026,CHERRY HOSPITAL,GOLDSBORO,NC,Critical access hospital,General acute / academic,Large hospital misclassified as CAH,nonstandard_g200000_l04300_fallback,4712353,5505152.4,-550515.24,0,0,-550515.24,-0.116823854240122,Tier 0 - not eligible,none,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,47123.53,0,0,0,47123.53,0,47123.53,-550515.24,-0.116823854240122,-503391.71,-0.106823854240122,-550515.24,-0.116823854240122,-550515.24,-0.116823854240122,-550515.24,-0.116823854240122,-503391.71,-0.106823854240122,-220206.096,-0.0467295416960487,-330309.144,-0.070094312544073,-440412.192,-0.0934590833920973,-550515.24,-0.116823854240122
827874,344033,WALTER B JONES LAKESIDE,GREENVILLE,NC,Critical access hospital,Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,1299401,1516299.3,-151629.93,0,0,-151629.93,-0.116692175856414,Tier 0 - not eligible,none,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,12994.01,0,0,0,12994.01,0,12994.01,-151629.93,-0.116692175856414,-138635.92,-0.106692175856414,-151629.93,-0.116692175856414,-151629.93,-0.116692175856414,-151629.93,-0.116692175856414,-138635.92,-0.106692175856414,-60651.972,-0.0466768703425655,-90977.958,-0.0700153055138483,-121303.944,-0.0933537406851311,-151629.93,-0.116692175856414
827960,494017,SOUTHERN VIRGINIA MENTAL HEALTH INST,DANVILLE,VA,Critical access hospital,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,2819298,3055074.2,-305507.42,0,0,-305507.42,-0.108362939994282,Tier 0 - not eligible,none,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,28192.98,0,0,0,28192.98,0,28192.98,-305507.42,-0.108362939994282,-277314.44,-0.0983629399942823,-305507.42,-0.108362939994282,-305507.42,-0.108362939994282,-305507.42,-0.108362939994282,-277314.44,-0.0983629399942823,-122202.968,-0.0433451759977129,-183304.452,-0.0650177639965694,-244405.936,-0.0866903519954258,-305507.42,-0.108362939994282
798871,440131,BAPTIST MEM HOSPITAL TIPTON COUNTY,COVINGTON,TN,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,358659116,344854009.650842,-34485400.9650842,1700504.75,0,-32784896.2150842,-0.0914096275614648,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,3586591.16,0,0,0,3586591.16,0,3586591.16,-32784896.2150842,-0.0914096275614648,-29198305.0550842,-0.0814096275614648,-32784896.2150842,-0.0914096275614648,-32784896.2150842,-0.0914096275614648,-32784896.2150842,-0.0914096275614648,-29198305.0550842,-0.0814096275614648,-12093655.6360337,-0.0337190805880247,-18990735.8290505,-0.0529492629125047,-25887816.0220674,-0.0721794452369848,-32784896.2150842,-0.0914096275614648
824802,231328,ASCENSION ALLEGAN HOSPITAL,ALLEGAN,MI,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,31430130,30208427.7214865,-3020842.77214865,202819.5,0,-2818023.27214865,-0.0896599305236298,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,311629.193037163,0,0,0,311629.193037163,0,311629.193037163,-2818023.27214865,-0.0896599305236298,-2506394.07911149,-0.0797449478927223,-2818023.27214865,-0.0896599305236297,-2818023.27214865,-0.0896599305236297,-2818023.27214865,-0.0896599305236297,-2506394.07911149,-0.0797449478927223,-1005517.60885946,-0.0319921555799947,-1609686.16328919,-0.0512147472278731,-2213854.71771892,-0.0704373388757514,-2818023.27214865,-0.0896599305236297
827770,374006,CARL ALBERT COMMUNITY MENTAL HEALTH,MCALESTER,OK,Critical access hospital,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,8542915,7581479.63071174,-758147.963071175,0,0,-758147.963071175,-0.0887458160441927,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,82750.5532677938,0,0,0,82750.5532677938,0,82750.5532677938,-758147.963071175,-0.0887458160441927,-675397.409803381,-0.0790593620331446,-758147.963071175,-0.0887458160441928,-758147.963071175,-0.0887458160441928,-758147.963071175,-0.0887458160441928,-675397.409803381,-0.0790593620331446,-303259.18522847,-0.0354983264176771,-454888.777842705,-0.0532474896265157,-606518.37045694,-0.0709966528353542,-758147.963071175,-0.0887458160441928
798426,141337,OSF SAINT CLARE MEDICAL CENTER,PRINCETON,IL,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,72423643,67462235.6019748,-6746223.56019748,412383,0,-6333840.56019748,-0.0874554261264858,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,678164.60254937,0,0,0,678164.60254937,0,678164.60254937,-6333840.56019748,-0.0874554261264858,-5655675.95764811,-0.0780915695948643,-6333840.56019748,-0.0874554261264858,-6333840.56019748,-0.0874554261264858,-6333840.56019748,-0.0874554261264858,-5655675.95764811,-0.0780915695948643,-2286106.42407899,-0.0315657474463,-3635351.13611849,-0.0501956403396953,-4984595.84815798,-0.0688255332330905,-6333840.56019748,-0.0874554261264858
824414,521317,ASCENSION CALUMET HOSPITAL,CHILTON,WI,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,31239052,29818836.0882998,-2981883.60882998,256358.25,0,-2725525.35882998,-0.0872473773797612,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,290893.189707495,0,0,0,290893.189707495,0,290893.189707495,-2725525.35882998,-0.0872473773797612,-2434632.16912249,-0.0779355330348208,-2725525.35882998,-0.0872473773797611,-2725525.35882998,-0.0872473773797611,-2725525.35882998,-0.0872473773797611,-2434632.16912249,-0.0779355330348208,-936395.193531992,-0.0299751475663215,-1532771.91529799,-0.049065890837468,-2129148.63706398,-0.0681566341086146,-2725525.35882998,-0.0872473773797611
810812,151324,FRANCISCAN HEALTH RENSSELAER,RENSSELAER,IN,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,40863332,38741979.7729116,-3874197.97729116,315955,0,-3558242.97729116,-0.0870766724869906,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,378769.09432279,0,0,0,378769.09432279,0,378769.09432279,-3558242.97729116,-0.0870766724869906,-3179473.88296837,-0.0778075043652429,-3558242.97729116,-0.0870766724869905,-3558242.97729116,-0.0870766724869905,-3558242.97729116,-0.0870766724869905,-3179473.88296837,-0.0778075043652429,-1233724.19091646,-0.0301914731504632,-2008563.7863747,-0.049153206262639,-2783403.38183293,-0.0681149393748148,-3558242.97729116,-0.0870766724869905
823850,141350,ST. FRANCIS HOSPITAL,LITCHFIELD,IL,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,58956023,54278804.1934741,-5427880.41934741,334466.5,0,-5093413.91934741,-0.0863934448113539,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,536403.192336853,0,0,0,536403.192336853,0,536403.192336853,-5093413.91934741,-0.0863934448113539,-4557010.72701056,-0.0772950836085154,-5093413.91934741,-0.0863934448113539,-5093413.91934741,-0.0863934448113539,-5093413.91934741,-0.0863934448113539,-4557010.72701056,-0.0772950836085154,-1836685.66773896,-0.0311534865189086,-2922261.75160845,-0.0495668059497237,-4007837.83547793,-0.0679801253805388,-5093413.91934741,-0.0863934448113539
829827,374008,JIM TALIAFERRO COMM MENTAL HLTH CNTR,LAWTON,OK,Critical access hospital,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,6868750,5928851.58834846,-592885.158834846,0,0,-592885.158834846,-0.0863163106583944,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,62361.9147087115,0,0,0,62361.9147087115,0,62361.9147087115,-592885.158834846,-0.0863163106583944,-530523.244126135,-0.0772372329937957,-592885.158834846,-0.0863163106583943,-592885.158834846,-0.0863163106583943,-592885.158834846,-0.0863163106583943,-530523.244126135,-0.0772372329937957,-237154.063533938,-0.0345265242633577,-355731.095300908,-0.0517897863950366,-474308.127067877,-0.0690530485267155,-592885.158834846,-0.0863163106583943
811215,521307,ADVENTHEALTH DURAND,DURAND,WI,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,20010790,18268727.8586302,-1826872.78586302,102687.75,0,-1724185.03586302,-0.086162766980365,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,180911.383965755,0,0,0,180911.383965755,0,180911.383965755,-1724185.03586302,-0.086162766980365,-1543273.65189727,-0.0771220752352738,-1724185.03586302,-0.0861627669803651,-1724185.03586302,-0.0861627669803651,-1724185.03586302,-0.0861627669803651,-1543273.65189727,-0.0771220752352738,-628061.364345208,-0.0313861353972136,-993435.921517812,-0.0496450125915974,-1358810.47869042,-0.0679038897859813,-1724185.03586302,-0.0861627669803651
826102,501340,PEACE ISLAND MEDICAL CENTER,FRIDAY HARBOR,WA,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,29891724,29172576.7239138,-2917257.67239138,349933.75,0,-2567323.92239138,-0.085887449060863,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,268184.430597845,0,0,0,268184.430597845,0,268184.430597845,-2567323.92239138,-0.085887449060863,-2299139.49179354,-0.0769155867956474,-2567323.92239138,-0.0858874490608631,-2567323.92239138,-0.0858874490608631,-2567323.92239138,-0.0858874490608631,-2299139.49179354,-0.0769155867956474,-816969.318956552,-0.0273309535092908,-1400420.85343483,-0.0468497853598149,-1983872.3879131,-0.066368617210339,-2567323.92239138,-0.0858874490608631
824762,161331,MERCY MEDICAL CENTER - NEW HAMPTON,NEW HAMPTON,IA,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,23191316,21708190.0398066,-2170819.00398066,187042.25,0,-1983776.75398066,-0.0855396370771135,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,206052.738495165,0,0,0,206052.738495165,0,206052.738495165,-1983776.75398066,-0.0855396370771135,-1777724.0154855,-0.0766547278078353,-1983776.75398066,-0.0855396370771137,-1983776.75398066,-0.0855396370771137,-1983776.75398066,-0.0855396370771137,-1777724.0154855,-0.0766547278078353,-681285.351592264,-0.029376743932611,-1115449.1523884,-0.0480977083141119,-1549612.95318453,-0.0668186726956128,-1983776.75398066,-0.0855396370771137
826660,294002,SOUTHERN NEVADA ADULT MENTAL HEALTH,LAS VEGAS,NV,Critical access hospital,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,13049472,11155790,-1115579,0,0,-1115579,-0.085488439685529,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,115776.35,0,0,0,115776.35,0,115776.35,-1115579,-0.085488439685529,-999802.65,-0.0766163297641468,-1115579,-0.085488439685529,-1115579,-0.085488439685529,-1115579,-0.085488439685529,-999802.65,-0.0766163297641468,-446231.6,-0.0341953758742116,-669347.4,-0.0512930638113174,-892463.2,-0.0683907517484232,-1115579,-0.085488439685529
824757,161304,CHI HEALTH MERCY CORNING,CORNING,IA,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,25835195,23179985.5345399,-2317998.55345399,116528.25,0,-2201470.30345399,-0.0852120645287944,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,227427.638363498,0,0,0,227427.638363498,0,227427.638363498,-2201470.30345399,-0.0852120645287944,-1974042.66509049,-0.0764090483965959,-2201470.30345399,-0.0852120645287945,-2201470.30345399,-0.0852120645287945,-2201470.30345399,-0.0852120645287945,-1974042.66509049,-0.0764090483965959,-810671.171381596,-0.0313785582567345,-1274270.88207239,-0.0493230603474212,-1737870.59276319,-0.0672675624381079,-2201470.30345399,-0.0852120645287945
825291,431326,MILBANK AREA HOSPITAL/AVERA HEALTH,MILBANK,SD,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,22785788,20003340.6778643,-2000334.06778643,62477.25,0,-1937856.81778643,-0.0850467325416364,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,199641.854446608,0,0,0,199641.854446608,0,199641.854446608,-1937856.81778643,-0.0850467325416364,-1738214.96333982,-0.0762850494062274,-1937856.81778643,-0.0850467325416365,-1937856.81778643,-0.0850467325416365,-1937856.81778643,-0.0850467325416365,-1738214.96333982,-0.0762850494062274,-737656.377114572,-0.0323735293734222,-1137723.19067186,-0.049931263762827,-1537790.00422914,-0.0674889981522317,-1937856.81778643,-0.0850467325416365
827888,514012,WILLIAM R SHARPE JR HOSPITAL,WESTON,WV,Critical access hospital,General acute / academic,Large hospital misclassified as CAH,nonstandard_g200000_l04300_fallback,16005488,13611269.4,-1361126.94,0,0,-1361126.94,-0.0850412645962435,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,140213.135,0,0,0,140213.135,0,140213.135,-1361126.94,-0.0850412645962435,-1220913.805,-0.0762809484471826,-1361126.94,-0.0850412645962435,-1361126.94,-0.0850412645962435,-1361126.94,-0.0850412645962435,-1220913.805,-0.0762809484471826,-544450.776,-0.0340165058384974,-816676.164,-0.0510247587577461,-1088901.552,-0.0680330116769948,-1361126.94,-0.0850412645962435
824175,431332,DE SMET MEMORIAL HOSPITAL,DE SMET,SD,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,9051899,8152199.81744711,-815219.981744712,45519.75,0,-769700.231744712,-0.0850319067573237,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,79276.320436178,0,0,0,79276.320436178,0,79276.320436178,-769700.231744712,-0.0850319067573237,-690423.911308534,-0.0762739300679928,-769700.231744712,-0.0850319067573237,-769700.231744712,-0.0850319067573237,-769700.231744712,-0.0850319067573237,-690423.911308534,-0.0762739300679928,-280568.242697885,-0.0309955118476117,-443612.239046827,-0.0490076434841824,-606656.23539577,-0.0670197751207531,-769700.231744712,-0.0850319067573237
825593,294000,NORTHERN NEVADA ADULT MENTAL HEALTH,SPARKS,NV,Critical access hospital,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,3618460,3076035,-307603.5,0,0,-307603.5,-0.0850095068067631,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,31670.125,0,0,0,31670.125,0,31670.125,-307603.5,-0.0850095068067631,-275933.375,-0.0762571301050723,-307603.5,-0.0850095068067631,-307603.5,-0.0850095068067631,-307603.5,-0.0850095068067631,-275933.375,-0.0762571301050723,-123041.4,-0.0340038027227052,-184562.1,-0.0510057040840579,-246082.8,-0.0680076054454105,-307603.5,-0.0850095068067631
826057,374000,GRIFFIN MEMORIAL HOSPITAL,NORMAN,OK,Critical access hospital,General acute / academic,Large hospital misclassified as CAH,nonstandard_g200000_l04300_fallback,4862277,4124588.5,-412458.85,0,0,-412458.85,-0.084828332487022,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,42336.25,0,0,0,42336.25,0,42336.25,-412458.85,-0.084828332487022,-370122.6,-0.0761212493652665,-412458.85,-0.084828332487022,-412458.85,-0.084828332487022,-412458.85,-0.084828332487022,-370122.6,-0.0761212493652665,-164983.54,-0.0339313329948088,-247475.31,-0.0508969994922132,-329967.08,-0.0678626659896176,-412458.85,-0.084828332487022
810987,281322,FRANCISCAN HEALTHCARE,WEST POINT,NE,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,55065698,48733492.6219705,-4873349.26219705,229297.75,0,-4644051.51219705,-0.0843365594348237,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,472691.653049263,0,0,0,472691.653049263,0,472691.653049263,-4644051.51219705,-0.0843365594348237,-4171359.85914779,-0.0757524195761178,-4644051.51219705,-0.0843365594348237,-4644051.51219705,-0.0843365594348237,-4644051.51219705,-0.0843365594348237,-4171359.85914779,-0.0757524195761178,-1720041.95487882,-0.0312361781898927,-2694711.80731823,-0.0489363052715364,-3669381.65975764,-0.06663643235318,-4644051.51219705,-0.0843365594348237
798155,141325,OSF SAINT LUKE MEDICAL CENTER,KEWANEE,IL,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,52266464,48707184.62373,-4870718.462373,468485,0,-4402233.462373,-0.0842267321235469,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,447227.56559325,0,0,0,447227.56559325,0,447227.56559325,-4402233.462373,-0.0842267321235469,-3955005.89677975,-0.0756700490926601,-4402233.462373,-0.0842267321235467,-4402233.462373,-0.0842267321235467,-4402233.462373,-0.0842267321235467,-3955005.89677975,-0.0756700490926601,-1479802.3849492,-0.0283126554141715,-2453946.0774238,-0.0469506809839633,-3428089.7698984,-0.065588706553755,-4402233.462373,-0.0842267321235467
798270,141318,OSF HOLY FAMILY MED CTR,MONMOUTH,IL,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,53704595,48457368.1856594,-4845736.81856594,347030.75,0,-4498706.06856594,-0.0837676192989806,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,453369.079641485,0,0,0,453369.079641485,0,453369.079641485,-4498706.06856594,-0.0837676192989806,-4045336.98892446,-0.0753257144742355,-4498706.06856594,-0.0837676192989806,-4498706.06856594,-0.0837676192989806,-4498706.06856594,-0.0837676192989806,-4045336.98892446,-0.0753257144742355,-1591263.97742638,-0.0296299409282646,-2560411.34113956,-0.0476758337185033,-3529558.70485275,-0.065721726508742,-4498706.06856594,-0.0837676192989806
