provider_model_class,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
Children's hospital,G000000,00100,00100,65,65,65,-12577920,85914,1024313,2047260.90769231,3263272,21392008,133071959
Children's hospital,G000000,00200,00100,2,2,2,1434465,1941848.75,2449232.5,2449232.5,2956616.25,3464000,4898465
Children's hospital,G000000,00300,00100,3,3,3,25522,7359296.5,14693071,15885788,23815921,32938771,47657364
Children's hospital,G000000,00400,00100,67,67,67,-730707,2038273.5,3660566,17053691.8059702,15665406.5,154821609,1142597351
Children's hospital,G000000,00500,00100,34,34,34,-6251319,2946,61210,2281106.97058824,708676,48803038,77557637
Children's hospital,G000000,00600,00100,42,42,42,-117746891,-14862708.25,-2255215.5,-16092032.3809524,-647205,3226297,-675865360
Children's hospital,G000000,00700,00100,54,54,54,287,53425.75,175628,1136262.37037037,1344420,11425527,61358168
Children's hospital,G000000,00800,00100,63,63,63,-5742486,58653,131401,1287437.06349206,422752,47894491,81108535
Children's hospital,G000000,00900,00100,19,19,19,-128068,32710,175689,8681464.63157895,2522266,113510000,164947828
Children's hospital,G000000,01000,00100,7,7,7,24773,59592,631870,2717294.28571429,3049352.5,12146528,19021060
Children's hospital,G000000,01100,00100,67,67,67,-5392014,3183952.5,4826333,15766462.7910448,16927247,151587000,1056353007
Children's hospital,G000000,01200,00100,13,13,13,24657,425197,975000,4620587.15384615,3361130,32300000,60067633
Children's hospital,G000000,01300,00100,16,16,16,980,36827,112660,472713.0625,334871.5,2601200,7563409
Children's hospital,G000000,01400,00100,13,13,13,-1965696,-346632,-102730,-354815.538461539,-30261,-235,-4612602
Children's hospital,G000000,01500,00100,36,36,36,14241,3698535.75,8641556.5,17268838.4444444,17404964.75,145711686,621678184
Children's hospital,G000000,01600,00100,33,33,33,-30870808,-7623275,-3942628,-6359353.93939394,-1861042,-2735,-209858680
Children's hospital,G000000,01700,00100,40,40,40,5368,143503.5,729002.5,7048680.675,2624193.25,134281507,281947227
Children's hospital,G000000,01800,00100,37,37,37,-21782423,-2276800,-231640,-2035180.48648649,-25378,-357,-75301678
Children's hospital,G000000,01900,00100,29,29,29,24192,440812,931626,1905846.13793103,2964000,9136251,55269538
Children's hospital,G000000,02000,00100,30,30,30,-5852092,-1472230,-408591.5,-1012801.56666667,-105666,-3443,-30384047
Children's hospital,G000000,02100,00100,5,5,5,22050,36217,179692,203426.2,306092,473080,1017131
Children's hospital,G000000,02200,00100,3,3,3,-123076,-110351,-97626,-85639.6666666667,-66921.5,-36217,-256919
Children's hospital,G000000,02300,00100,61,61,61,102146,1117340,1732074,9814889.91803279,8238395,150695084,598708285
Children's hospital,G000000,02400,00100,59,59,59,-41124123,-7137465.5,-1303273,-6207574.57627119,-696949,-17578,-366246900
Children's hospital,G000000,02500,00100,9,9,9,244618,362590,888572,2043231.33333333,1326029,10632406,18389082
Children's hospital,G000000,02600,00100,8,8,8,-13034717,-1409244.5,-824780.5,-2413688.125,-671594.5,-212787,-19309505
Children's hospital,G000000,02700,00100,4,4,4,731730,2999703.75,4054697.5,26044150.5,27099144.25,95335477,104176602
Children's hospital,G000000,02800,00100,4,4,4,-14662311,-6895843.5,-3968568.5,-5832794.5,-2905519.5,-731730,-23331178
Children's hospital,G000000,02900,00100,18,18,18,-542107,156833.25,24158188.5,22293982.2777778,41224222,53109736,401291681
Children's hospital,G000000,03000,00100,66,66,66,-1789449,2198181.75,9190993,21527382.7727273,21373778.75,279515367,1420807263
Children's hospital,G000000,03100,00100,6,6,6,25000,167931.25,1220733.5,7122903.16666667,14134168.5,22015308,42737419
Children's hospital,G000000,03200,00100,12,12,12,2682,9268.5,22987.5,150727.5,85072,1220050,1808730
Children's hospital,G000000,03300,00100,2,2,2,-2943476,-561647.5,1820181,1820181,4202009.5,6583838,3640362
Children's hospital,G000000,03400,00100,37,37,37,-1995024,90000,2994525,24781944.5135135,7556351,476901253,916931947
Children's hospital,G000000,03500,00100,48,48,48,-1453049,24730.75,485484.5,20106634.5416667,6440596.75,495113647,965118458
Children's hospital,G000000,03600,00100,67,67,67,-3730495,8234259.5,25822261,51377294.4477612,55340208.5,596999877,3442278728
Children's hospital,G000000,03700,00100,67,67,67,-42363,510960,951296,4463651,4742998,54923063,299064617
Children's hospital,G000000,03800,00100,57,57,57,-3274730,265252,613170,1074173.94736842,947713,8838548,61227915
Children's hospital,G000000,03900,00100,21,21,21,-23527,256,44897,415756.285714286,233038,6853860,8730882
Children's hospital,G000000,04000,00100,26,26,26,30073,164464.75,1138828.5,3955860.80769231,4385825.75,25911189,102852381
Children's hospital,G000000,04100,00100,7,7,7,280,7620,161351,31893107.1428571,6302138.5,210470602,223251750
Children's hospital,G000000,04200,00100,1,1,1,-558029,-558029,-558029,-558029,-558029,-558029,-558029
Children's hospital,G000000,04300,00100,18,18,18,-250151645,57793.75,517107.5,-6533375.44444444,3653731,113252000,-117600758
Children's hospital,G000000,04400,00100,60,60,60,-60699386,63700.25,686711,5461289.58333333,2156460.25,122720367,327677375
Children's hospital,G000000,04500,00100,67,67,67,-214793768,1290356.5,3441086,13502181.0895522,11988425,280521344,904646133
Children's hospital,G000000,04600,00100,3,3,3,12236,1851158.5,3690081,5113052,7663460,11636839,15339156
Children's hospital,G000000,04700,00100,34,34,34,32237,2370367.25,26389346.5,38064405.2941176,48332418.75,243248320,1294189780
Children's hospital,G000000,04800,00100,3,3,3,6848914,8349560,9850206,31440951,43736969.5,77623733,94322853
Children's hospital,G000000,04900,00100,27,27,27,-40270360,212428.5,4623000,14407874.3333333,14387477,238310410,389012607
Children's hospital,G000000,05000,00100,53,53,53,-40270360,3698750,16977364,33827630.1132075,44049121,245507146,1792864396
Children's hospital,G100000,00100,00200,67,67,67,-311810657,148695.5,3381336,4924098.82089552,9724037.5,410795338,329914621
Children's hospital,G100000,00200,00200,67,67,67,-36608417,-549011.5,1064590,3591479.6119403,4342139.5,80914012,240629134
Children's hospital,G100000,00300,00200,67,67,67,-348419074,393102,4800782,8515578.43283582,14769130,491709350,570543755
Children's hospital,G100000,00400,00100,11,11,11,-1,1,2,11315624.0909091,140558,121175947,124471865
Children's hospital,G100000,00500,00100,9,9,9,1,6,18344,28812481.5555556,2771606,250823048,259312334
Children's hospital,G100000,00600,00100,1,1,1,2319,2319,2319,2319,2319,2319,2319
Children's hospital,G100000,00700,00100,2,2,2,1,3254,6507,6507,9760,13013,13014
Children's hospital,G100000,01000,00200,20,20,20,-1,1,3.5,19189976.6,1208933.75,250823048,383799532
Children's hospital,G100000,01100,00200,67,67,67,-227243127,933714.5,5584163,14243929.6567164,16873322,491709350,954343287
Children's hospital,G100000,01200,00100,16,16,16,4,301501.5,2585701.5,7075020.25,8457547.25,28750000,113200324
Children's hospital,G100000,01300,00100,10,10,10,-1450578,1.25,12830,5437868,4465680.5,42830552,54378680
Children's hospital,G100000,01400,00100,2,2,2,4,5.75,7.5,7.5,9.25,11,15
Children's hospital,G100000,01700,00100,1,1,1,8,8,8,8,8,8,8
Children's hospital,G100000,01800,00200,22,22,22,-1450567,42409.75,1822719.5,7617228.5,7003060.25,61871746,167579027
Children's hospital,G100000,01900,00200,67,67,67,-227243127,719902.5,4181877,11742750.1492537,11628506,491709345,786764260
Children's hospital,G200000,00100,00100,65,65,65,105700,5181955,13065614,30253141.6461538,22137720,598481635,1966454207
Children's hospital,G200000,00100,00300,65,65,65,105700,5181955,13065614,30253141.6461538,22137720,598481635,1966454207
Children's hospital,G200000,00200,00100,3,3,3,1068484,5749304,10430124,51516272.6666667,76740167,143050210,154548818
Children's hospital,G200000,00200,00300,3,3,3,1068484,5749304,10430124,51516272.6666667,76740167,143050210,154548818
Children's hospital,G200000,00300,00100,4,4,4,3968328,9298964.25,21668054.5,27331025.5,39700115.75,62019665,109324102
Children's hospital,G200000,00300,00300,4,4,4,3968328,9298964.25,21668054.5,27331025.5,39700115.75,62019665,109324102
Children's hospital,G200000,00500,00100,1,1,1,2658575,2658575,2658575,2658575,2658575,2658575,2658575
Children's hospital,G200000,00500,00300,1,1,1,2658575,2658575,2658575,2658575,2658575,2658575,2658575
Children's hospital,G200000,00700,00100,5,5,5,795600,3718766,6298145,8702693.4,11330323,21370633,43513467
Children's hospital,G200000,00700,00300,5,5,5,795600,3718766,6298145,8702693.4,11330323,21370633,43513467
Children's hospital,G200000,01000,00100,66,66,66,130667,5442880,14087809.5,34492411.6515152,22583214.5,660501300,2276499169
Children's hospital,G200000,01000,00300,66,66,66,130667,5442880,14087809.5,34492411.6515152,22583214.5,660501300,2276499169
Children's hospital,G200000,01100,00100,9,9,9,1634609,5606244,7806859,15254469.4444444,16010970,65130724,137290225
Children's hospital,G200000,01100,00300,9,9,9,1634609,5606244,7806859,15254469.4444444,16010970,65130724,137290225
Children's hospital,G200000,01500,00100,1,1,1,20216844,20216844,20216844,20216844,20216844,20216844,20216844
Children's hospital,G200000,01500,00300,1,1,1,20216844,20216844,20216844,20216844,20216844,20216844,20216844
Children's hospital,G200000,01600,00100,9,9,9,1634609,5606244,7806859,17500785.4444444,17673180,65130724,157507069
Children's hospital,G200000,01600,00300,9,9,9,1634609,5606244,7806859,17500785.4444444,17673180,65130724,157507069
Children's hospital,G200000,01700,00100,67,67,67,130667,5482920,15006225,36328451.3134328,22631501.5,725632024,2434006238
Children's hospital,G200000,01700,00300,67,67,67,130667,5482920,15006225,36328451.3134328,22631501.5,725632024,2434006238
Children's hospital,G200000,01800,00100,63,63,63,329352,11168219,20892112,66304999.5555556,51048830,1670409451,4177214972
Children's hospital,G200000,01800,00200,30,30,30,601,5990951.25,99062482.5,177431519.8,194132893,1733170114,5322945594
Children's hospital,G200000,01800,00300,63,63,63,329352,12778841.5,22449357,150796199.460317,131722358,3403579565,9500160566
Children's hospital,G200000,01900,00100,14,14,14,2913,19029.5,95875,3085013.71428571,2074648.25,15905945,43190192
Children's hospital,G200000,01900,00200,28,28,28,1,1800113,6729073,59318386.0357143,68026024.5,379228491,1660914809
Children's hospital,G200000,01900,00300,28,28,28,1,1913473,6729073,60860892.8928571,78483983.25,379228491,1704105001
Children's hospital,G200000,02000,00200,3,3,3,273356,346378,419400,469332.333333333,567320.5,715241,1407997
Children's hospital,G200000,02000,00300,3,3,3,273356,346378,419400,469332.333333333,567320.5,715241,1407997
Children's hospital,G200000,02300,00100,1,1,1,13056,13056,13056,13056,13056,13056,13056
Children's hospital,G200000,02300,00200,1,1,1,18186,18186,18186,18186,18186,18186,18186
Children's hospital,G200000,02300,00300,1,1,1,31242,31242,31242,31242,31242,31242,31242
Children's hospital,G200000,02700,00100,13,13,13,1,44384,1001146,4693320,5802560,32774382,61013160
Children's hospital,G200000,02700,00200,8,8,8,68,2118996.75,3467724,7176055.625,6482637.75,29180979,57408445
Children's hospital,G200000,02700,00300,18,18,18,1,466292.5,3336506,6578978.05555556,5852438,32774382,118421605
Children's hospital,G200000,02701,00200,3,3,3,1856977,9426418,16995859,22599210.3333333,32970327,48944795,67797631
Children's hospital,G200000,02701,00300,3,3,3,1856977,9426418,16995859,22599210.3333333,32970327,48944795,67797631
Children's hospital,G200000,02702,00200,2,2,2,-6169,-4243,-2317,-2317,-391,1535,-4634
Children's hospital,G200000,02702,00300,2,2,2,-6169,-4243,-2317,-2317,-391,1535,-4634
Children's hospital,G200000,02800,00100,67,67,67,5253675,20352320,37900764,100230412.208955,90298643.5,2401913452,6715437618
Children's hospital,G200000,02800,00200,39,39,39,601,6729073,92147007,182320205.846154,213740730,1965322411,7110488028
Children's hospital,G200000,02800,00300,67,67,67,5253675,27902465.5,50330430,206357099.19403,196394676,4367235863,13825925646
Children's hospital,G200000,02900,00200,67,67,67,4153328,13931066,21905036,46546520.3880597,49406313,393166953,3118616866
Children's hospital,G200000,03000,00100,3,3,3,2,2301.5,4601,5463288.33333333,8194931.5,16385262,16389865
Children's hospital,G200000,03100,00100,2,2,2,5,692905.25,1385805.5,1385805.5,2078705.75,2771606,2771611
Children's hospital,G200000,03600,00200,4,4,4,2,3455,1388106,4790369,6175020,16385262,19161476
Children's hospital,G200000,03700,00100,1,1,1,1527476,1527476,1527476,1527476,1527476,1527476,1527476
Children's hospital,G200000,03800,00100,2,2,2,3,8411.75,16820.5,16820.5,25229.25,33638,33641
Children's hospital,G200000,03900,00100,1,1,1,878,878,878,878,878,878,878
Children's hospital,G200000,04000,00100,1,1,1,8,8,8,8,8,8,8
Children's hospital,G200000,04200,00200,3,3,3,3,17263.5,34524,520667.666666667,781000,1527476,1562003
Children's hospital,G200000,04300,00200,67,67,67,4153328,13931066,23621806,46809199.0895522,49406313,393166953,3136216339
Children's hospital,G300000,00100,00100,67,67,67,5253675,27902465.5,50330430,206357099.19403,196394676,4367235863,13825925646
Children's hospital,G300000,00200,00100,67,67,67,89130,12959999.5,27996285,156721666.373134,144009454.5,3894656084,10500351647
Children's hospital,G300000,00300,00100,67,67,67,4379778,12462158,25342414,49635432.8208955,57913047.5,472579779,3325573999
Children's hospital,G300000,00400,00100,67,67,67,4153328,13931066,23621806,46809199.0895522,49406313,393166953,3136216339
Children's hospital,G300000,00500,00100,67,67,67,-44947012,-1323102,442939,2826233.73134328,3731793,79412826,189357660
Children's hospital,G300000,00600,00100,1,1,1,150,150,150,150,150,150,150
Children's hospital,G300000,00700,00100,34,34,34,-22780,1213.5,8867.5,136166.029411765,102779.75,1899633,4629645
Children's hospital,G300000,00800,00100,1,1,1,16191,16191,16191,16191,16191,16191,16191
Children's hospital,G300000,01000,00100,3,3,3,1,350.5,700,71515.3333333333,107272.5,213845,214546
Children's hospital,G300000,01100,00100,18,18,18,-17384,8873.75,11490,165676.777777778,22320,1600539,2982182
Children's hospital,G300000,01200,00100,1,1,1,29145,29145,29145,29145,29145,29145,29145
Children's hospital,G300000,01400,00100,27,27,27,3633,9104,28779,87357.5555555556,87135,730954,2358654
Children's hospital,G300000,01500,00100,1,1,1,18190,18190,18190,18190,18190,18190,18190
Children's hospital,G300000,01600,00100,1,1,1,75,75,75,75,75,75,75
Children's hospital,G300000,01700,00100,3,3,3,124,408392.5,816661,862039,1292996.5,1769332,2586117
Children's hospital,G300000,01800,00100,14,14,14,-209,1335.5,3988,6228.5,7819.75,23813,87199
Children's hospital,G300000,01900,00100,1,1,1,901048,901048,901048,901048,901048,901048,901048
Children's hospital,G300000,02000,00100,2,2,2,8485,37109.5,65734,65734,94358.5,122983,131468
Children's hospital,G300000,02100,00100,7,7,7,224,904.5,1630,4195.14285714286,7498,10707,29366
Children's hospital,G300000,02200,00100,11,11,11,8852,94077,175689,443830.090909091,238547,3284835,4882131
Children's hospital,G300000,02300,00100,1,1,1,30488,30488,30488,30488,30488,30488,30488
Children's hospital,G300000,02400,00100,57,57,57,-257219,5915,54949,985146.01754386,420000,18147494,56153323
Children's hospital,G300000,02401,00100,14,14,14,-5658065,29677.5,260373,1122112.71428571,1024828,9140590,15709578
Children's hospital,G300000,02402,00100,10,10,10,-4000,8063.25,25277,45901.4,56189.25,205200,459014
Children's hospital,G300000,02403,00100,6,6,6,28,1746.5,12036.5,61744.8333333333,35763.5,304379,370469
Children's hospital,G300000,02404,00100,2,2,2,26636,252304,477972,477972,703640,929308,955944
Children's hospital,G300000,02405,00100,4,4,4,57838,83163.25,125905,166549.5,209291.25,356550,666198
Children's hospital,G300000,02406,00100,2,2,2,-2,49290.25,98582.5,98582.5,147874.75,197167,197165
Children's hospital,G300000,02450,00100,6,6,6,93,7116.5,102394.5,188775.5,219163.75,694327,1132653
Children's hospital,G300000,02500,00100,64,64,64,-5511730,27158.75,140357.5,1477202.171875,986864.75,27300787,94540939
Children's hospital,G300000,02600,00100,67,67,67,-17646225,-485689.5,1078663,4237292.52238806,4752240,80914012,283898599
Children's hospital,G300000,02700,00100,19,19,19,-50669,1.5,1896,2277340.26315789,41106,41313910,43269465
Children's hospital,G300000,02800,00100,19,19,19,-50669,1.5,1896,2277340.26315789,41106,41313910,43269465
Children's hospital,G300000,02900,00100,67,67,67,-36608417,-549011.5,1064590,3591479.6119403,4342139.5,80914012,240629134
Critical access hospital,G000000,00100,00100,112,112,112,-2684274459,912.5,3814082,61709928.5535714,32837280.5,2590040000,6911511998
Critical access hospital,G000000,00100,00200,12,12,12,2838,21690.5,104710.5,34193166.9166667,9922489.75,323990710,410318003
Critical access hospital,G000000,00100,00300,6,6,6,20332,86166,1259960,17316496,5690657.5,94496266,103898976
Critical access hospital,G000000,00100,00400,6,6,6,-172783,939664,4431967,231052380.5,7753780.75,1368986517,1386314283
Critical access hospital,G000000,00200,00100,14,14,14,-149496454,781544,11817173.5,153725145.285714,269404169.25,988380475,2152152034
Critical access hospital,G000000,00200,00300,1,1,1,13202139,13202139,13202139,13202139,13202139,13202139,13202139
Critical access hospital,G000000,00300,00100,6,6,6,3247337,7198102.5,10645129.5,55856292.6666667,28690709.25,269845164,335137756
Critical access hospital,G000000,00400,00100,101,101,101,49120,6462978,34986032,180594296.039604,157939955,1687608396,18240023900
Critical access hospital,G000000,00400,00200,2,2,2,205176070,225342144,245508218,245508218,265674292,285840366,491016436
Critical access hospital,G000000,00400,00400,1,1,1,2031840,2031840,2031840,2031840,2031840,2031840,2031840
Critical access hospital,G000000,00500,00100,62,62,62,-119140000,362355,4568726,278923149.016129,23302008.75,13948661546,17293235239
Critical access hospital,G000000,00500,00200,4,4,4,640257,10978013.25,19810645,20738921.25,29571553,42694138,82955685
Critical access hospital,G000000,00500,00300,2,2,2,4759598,5890838.75,7022079.5,7022079.5,8153320.25,9284561,14044159
Critical access hospital,G000000,00500,00400,2,2,2,55555,14332216.25,28608877.5,28608877.5,42885538.75,57162200,57217755
Critical access hospital,G000000,00600,00100,61,61,61,-1285058458,-91398032,-24024190,-132340974.655738,-6185635,9827292,-8072799454
Critical access hospital,G000000,00700,00100,99,99,99,-148959,406967,2442234,18306191.1818182,10417437.5,463346265,1812312927
Critical access hospital,G000000,00700,00200,2,2,2,61129,4675153.25,9289177.5,9289177.5,13903201.75,18517226,18578355
Critical access hospital,G000000,00700,00300,1,1,1,182670,182670,182670,182670,182670,182670,182670
Critical access hospital,G000000,00800,00100,58,58,58,139,106805.25,736314.5,8896059.70689655,8772132.25,110509406,515971463
Critical access hospital,G000000,00800,00200,1,1,1,1669007,1669007,1669007,1669007,1669007,1669007,1669007
Critical access hospital,G000000,00800,00300,1,1,1,51074,51074,51074,51074,51074,51074,51074
Critical access hospital,G000000,00900,00100,47,47,47,-73950000,119979.5,3156672,35986449.5531915,18147568,358112562,1691363129
Critical access hospital,G000000,00900,00200,2,2,2,6696154,11049195.25,15402236.5,15402236.5,19755277.75,24108319,30804473
Critical access hospital,G000000,00900,00300,1,1,1,12040173,12040173,12040173,12040173,12040173,12040173,12040173
Critical access hospital,G000000,00900,00400,1,1,1,244364,244364,244364,244364,244364,244364,244364
Critical access hospital,G000000,01000,00100,23,23,23,-38163111,309871,5999227,3599257106.56522,30946469.5,82070786481,82782913451
Critical access hospital,G000000,01000,00200,2,2,2,15959346,22392034,28824722,28824722,35257410,41690098,57649444
Critical access hospital,G000000,01000,00300,1,1,1,8150,8150,8150,8150,8150,8150,8150
Critical access hospital,G000000,01000,00400,3,3,3,-6611920,21639218.5,49890357,69669428,107810102,165729847,209008284
Critical access hospital,G000000,01100,00100,122,122,122,-2294699648,4098660.5,18303758.5,1013621495.43443,134940482.25,83841230246,123661822443
Critical access hospital,G000000,01100,00200,12,12,12,2838,21690.5,104710.5,91082616.9166667,75319877.5,626430679,1092991403
Critical access hospital,G000000,01100,00300,6,6,6,20332,86166,1259960,23904556.8333333,28367398,103788977,143427341
Critical access hospital,G000000,01100,00400,6,6,6,-172783,2033347.75,29377145.5,275802754.333333,58752549.25,1534771919,1654816526
Critical access hospital,G000000,01200,00100,75,75,75,212,142225,1520426,8159036.04,6823579,126254260,611927703
Critical access hospital,G000000,01200,00400,7,7,7,-7000,116627.5,767371,48922486.1428571,30334186,280795405,342457403
Critical access hospital,G000000,01300,00100,63,63,63,6620,547911,1248302,11542483.3333333,9540880,131607000,727176450
Critical access hospital,G000000,01300,00400,6,6,6,-520926,5652899.5,26853480.5,300969939.5,306479634,1354359211,1805819637
Critical access hospital,G000000,01400,00100,46,46,46,-66176923,-4939696,-787805.5,-5528906.34782609,-299753,-17590,-254329692
Critical access hospital,G000000,01400,00400,5,5,5,-212833011,-10984944,-7058614,-46839917,-3296496,-26520,-234199585
Critical access hospital,G000000,01500,00100,103,103,103,307524,21148971,47412688,321239159,188460199.5,3847528618,33087633377
Critical access hospital,G000000,01500,00400,7,7,7,20881087,90829206,265286682,1256635021.28571,1790489878,4747639212,8796445149
Critical access hospital,G000000,01600,00100,89,89,89,-1525113241,-62269453,-20471845,-114115461.550562,-7967133,-17229,-10156276078
Critical access hospital,G000000,01600,00400,7,7,7,-3320929624,-893700525,-111939746,-763935697.285714,-58015245,-11248971,-5347549881
Critical access hospital,G000000,01700,00100,22,22,22,566,2052313.5,10182731,22245869.0909091,29601757.75,134258200,489409120
Critical access hospital,G000000,01700,00400,3,3,3,669404,4708129.5,8746855,11554567.6666667,16997149.5,25247444,34663703
Critical access hospital,G000000,01800,00100,19,19,19,-144861088,-22744760,-2581529,-18873972.2105263,-548706.5,-377,-358605472
Critical access hospital,G000000,01800,00400,3,3,3,-13747587,-10862093.5,-7976600,-7354379.33333333,-4157775.5,-338951,-22063138
Critical access hospital,G000000,01900,00100,61,61,61,12207,1516772,3265143,69004787.6721312,16080878,2338524766,4209292048
