provider_model_class,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
Short-term acute/general hospital,G000000,01700,00100,336,336,336,-625083,383478.75,1921987.5,14512403.0119048,6931943.25,577753167,4876167412
Short-term acute/general hospital,G000000,01800,00100,322,322,322,-362416170,-4057920.25,-1168674.5,-7730803.54968944,-219936.5,956971,-2489318743
Short-term acute/general hospital,G000000,01900,00100,407,407,407,-830901,1423564,6773582,28312329.4447174,29502761,392557120,11523118084
Short-term acute/general hospital,G000000,02000,00100,393,393,393,-314339000,-20086016,-3956822,-19898925.7633588,-754002,894910,-7820277825
Short-term acute/general hospital,G000000,02100,00100,149,149,149,4000,51588,133007,631532.953020134,383614,19488919,94098410
Short-term acute/general hospital,G000000,02200,00100,145,145,145,-3183680,-277633,-112075,-283260.855172414,-46362,16683,-41072824
Short-term acute/general hospital,G000000,02300,00100,522,522,522,130427,12615284.25,41886510,113024053.306513,105396971.75,3101227000,58998555826
Short-term acute/general hospital,G000000,02400,00100,501,501,501,-6768432000,-82013009,-29403152,-133388537.764471,-6720909,9055223,-66827657420
Short-term acute/general hospital,G000000,02500,00100,51,51,51,3538,217759.5,955909,4818771.82352941,4322484,51690825,245757363
Short-term acute/general hospital,G000000,02600,00100,46,46,46,-22986840,-3083371.25,-744895.5,-3384278.76086957,-154612.75,-1429,-155676823
Short-term acute/general hospital,G000000,02700,00100,46,46,46,21788,770503,3791285.5,6542103.43478261,7768554,38094518,300936758
Short-term acute/general hospital,G000000,02800,00100,46,46,46,-109268570,-8009976.75,-2838190.5,-7577796.30434783,-512894.25,-16043,-348578630
Short-term acute/general hospital,G000000,02900,00100,127,127,127,-75611,654855,2526325,8809436.64566929,8600355.5,142340211,1118798454
Short-term acute/general hospital,G000000,03000,00100,541,541,541,-6982954,18158461,70063647,185158271.31793,171228477,6137361000,100170624783
Short-term acute/general hospital,G000000,03100,00100,264,264,264,-47115233,2544349,12170185,574750724.776515,62592582.75,21553861000,151734191341
Short-term acute/general hospital,G000000,03100,00200,12,12,12,242496,788181.5,3443282,9033594.75,15113931.75,34598013,108403137
Short-term acute/general hospital,G000000,03100,00300,9,9,9,31050,936742,5313490,14218972.8888889,20832924,59875324,127970756
Short-term acute/general hospital,G000000,03100,00400,1,1,1,25020,25020,25020,25020,25020,25020,25020
Short-term acute/general hospital,G000000,03200,00100,21,21,21,6440,107940,654282,4528380.42857143,2785911,43978274,95095989
Short-term acute/general hospital,G000000,03300,00100,16,16,16,-1333370363,-3333073.75,4926246.5,153096484,43045925.5,3701924228,2449543744
Short-term acute/general hospital,G000000,03400,00100,468,468,468,-1792232564,888824.25,6577508.5,60386911.517094,35877094,2060451197,28261074590
Short-term acute/general hospital,G000000,03400,00200,25,25,25,234891,773154,2602000,10782324.04,6667335,137119251,269558101
Short-term acute/general hospital,G000000,03400,00300,6,6,6,135000,1041587.75,2105429.5,3922782.16666667,5499715.5,11872716,23536693
Short-term acute/general hospital,G000000,03500,00100,501,501,501,-1790536355,2799078,14688347,364351109.10978,63478387,22396090000,182539905664
Short-term acute/general hospital,G000000,03500,00200,36,36,36,234891,776844,3009500,10498923.2777778,8996828.75,137119251,377961238
Short-term acute/general hospital,G000000,03500,00300,15,15,15,31050,856371,3824310,10100496.6,9903756,59875324,151507449
Short-term acute/general hospital,G000000,03500,00400,1,1,1,25020,25020,25020,25020,25020,25020,25020
Short-term acute/general hospital,G000000,03600,00100,543,543,543,-150014146,37980771,163072000,713053426.861878,447244372,32466530000,387188010786
Short-term acute/general hospital,G000000,03600,00200,37,37,37,52092,773154,2905000,10848782.5945946,8840600,137119251,401404956
Short-term acute/general hospital,G000000,03600,00300,15,15,15,31050,856371,3824310,10249352.2666667,9903756,62108159,153740284
Short-term acute/general hospital,G000000,03600,00400,1,1,1,25020,25020,25020,25020,25020,25020,25020
Short-term acute/general hospital,G000000,03700,00100,542,542,542,-498917309,1525246,6780552,71979584.0756458,22427732,4632812222,39012934569
Short-term acute/general hospital,G000000,03800,00100,496,496,496,-37027850,938662,3936475.5,29066061.8064516,12574076,1612404000,14416766656
Short-term acute/general hospital,G000000,03900,00100,218,218,218,-26022003,9211,53793.5,713447.169724771,340172.25,26859217,155531483
Short-term acute/general hospital,G000000,04000,00100,254,254,254,-206835380,255205.75,1482341.5,5359949.46062992,5922564.5,109553000,1361427163
Short-term acute/general hospital,G000000,04100,00100,158,158,158,-7101308,20715,217633,2089533.50632911,1305706.75,39972454,330146294
Short-term acute/general hospital,G000000,04200,00100,43,43,43,-1779505,192366.5,2045255,4739414.58139535,5105294.5,40148284,203794827
Short-term acute/general hospital,G000000,04300,00100,169,169,169,-138604580,165746,2027593,15843762.1005917,13970756,298878957,2677595795
Short-term acute/general hospital,G000000,04400,00100,519,519,519,-675094245,859035,4130214,34996114.4393064,15771058,1728130272,18162983394
Short-term acute/general hospital,G000000,04500,00100,543,543,543,-659652562,6246841,25542505,140554659.633518,79885280,4639056170,76321180181
Short-term acute/general hospital,G000000,04600,00100,56,56,56,-990000,7820706,43106258.5,407035261.785714,204374836.75,3061905000,22793974660
Short-term acute/general hospital,G000000,04700,00100,198,198,198,-64485996,2957501.5,28075495.5,82464459.530303,94683321.75,1737267255,16327962987
Short-term acute/general hospital,G000000,04800,00100,32,32,32,-217077124,99358,968856.5,1812906.75,4050605.5,132340344,58013016
Short-term acute/general hospital,G000000,04900,00100,427,427,427,-4552101877,795813,5821109,142569885.587822,29741228,10084193000,60877341146
Short-term acute/general hospital,G000000,05000,00100,493,493,493,-4552101877,2017505,16918453,202955967.158215,80470945,13146098000,100057291809
Short-term acute/general hospital,G100000,00100,00200,539,539,539,-376454921,9345568,76006591,335750592.844156,267846397.5,15358051014,180969569543
Short-term acute/general hospital,G100000,00100,00400,38,38,38,55076,602344.25,2781000,13926939.4473684,7757599.75,209856965,529223699
Short-term acute/general hospital,G100000,00100,00600,14,14,14,31050,977993,4232676,11199344.2857143,10306107.5,68912009,156790820
Short-term acute/general hospital,G100000,00100,00800,1,1,1,25020,25020,25020,25020,25020,25020,25020
Short-term acute/general hospital,G100000,00200,00200,557,557,557,-355974149,-882282,6556291,23180238.3339318,31378794,779381326,12911392752
Short-term acute/general hospital,G100000,00300,00200,557,557,557,-355974149,10294792,82379350,348080722.253142,276182697,15548377000,193880962295
Short-term acute/general hospital,G100000,00300,00400,38,38,38,55076,602344.25,2781000,13926939.4473684,7757599.75,209856965,529223699
Short-term acute/general hospital,G100000,00300,00600,14,14,14,31050,977993,4232676,11199344.2857143,10306107.5,68912009,156790820
Short-term acute/general hospital,G100000,00300,00800,1,1,1,25020,25020,25020,25020,25020,25020,25020
Short-term acute/general hospital,G100000,00400,00100,214,214,214,-490267859,70026.5,1803981.5,106367346.542056,14286971.75,15003487248,22762612160
Short-term acute/general hospital,G100000,00400,00300,16,16,16,-196413304,-212218,220141.5,-8876209.9375,697020.75,39705059,-142019359
Short-term acute/general hospital,G100000,00400,00500,3,3,3,72745,191731,310717,533533,763927,1217137,1600599
Short-term acute/general hospital,G100000,00500,00100,125,125,125,-30012519,4340,660164,18302137.968,4974428,275547221,2287767246
Short-term acute/general hospital,G100000,00500,00300,14,14,14,2001,106052.5,398296,948282.214285714,1336000,5047627,13275951
Short-term acute/general hospital,G100000,00500,00500,5,5,5,17874,117193,135000,141920.8,154248,285289,709604
Short-term acute/general hospital,G100000,00600,00100,65,65,65,-9241206,4135,307000,2085263.44615385,1279991,21773101,135542124
Short-term acute/general hospital,G100000,00600,00300,8,8,8,112,4359,71999,167020.875,131995.75,885082,1336167
Short-term acute/general hospital,G100000,00600,00500,2,2,2,3697,101720,199743,199743,297766,395789,399486
Short-term acute/general hospital,G100000,00700,00100,33,33,33,-3310402,52535,220931,2185281.06060606,1042297,26549955,72114275
Short-term acute/general hospital,G100000,00700,00300,4,4,4,4853,25963.25,130496.5,251461.5,355994.75,740000,1005846
Short-term acute/general hospital,G100000,00700,00500,1,1,1,117422,117422,117422,117422,117422,117422,117422
Short-term acute/general hospital,G100000,00800,00100,24,24,24,-1604675,115.25,231034,1676889.125,1432184.75,20530522,40245339
Short-term acute/general hospital,G100000,00800,00300,2,2,2,-4985,4361.5,13708,13708,23054.5,32401,27416
Short-term acute/general hospital,G100000,00800,00500,2,2,2,956112,1033273.75,1110435.5,1110435.5,1187597.25,1264759,2220871
Short-term acute/general hospital,G100000,00900,00100,20,20,20,-383426,1,52.5,2757080,813737,28719775,55141600
Short-term acute/general hospital,G100000,00900,00300,4,4,4,-56595,198640.5,2477910.5,2558204.25,4837474.25,5333591,10232817
Short-term acute/general hospital,G100000,00900,00500,1,1,1,551179,551179,551179,551179,551179,551179,551179
Short-term acute/general hospital,G100000,01000,00200,282,282,282,-490267859,151312.25,2699737.5,89905754.4113475,17893366,15003487248,25353422744
Short-term acute/general hospital,G100000,01000,00400,33,33,33,-196413304,48905,355000,-3519429.15151515,1240000,39705059,-116141162
Short-term acute/general hospital,G100000,01000,00600,10,10,10,17874,178929.25,455884,559916.1,942945.25,1264759,5599161
Short-term acute/general hospital,G100000,01100,00200,554,554,554,-582769546,12452321.5,86970496,395729936.893502,294946259,15548377000,219234385039
Short-term acute/general hospital,G100000,01100,00400,39,39,39,52092,733265,3185000,10591859.9230769,7550310,137119251,413082537
Short-term acute/general hospital,G100000,01100,00600,15,15,15,31050,856370.5,3824310,10825998.7333333,10155830.5,68912009,162389981
Short-term acute/general hospital,G100000,01100,00800,1,1,1,25020,25020,25020,25020,25020,25020,25020
Short-term acute/general hospital,G100000,01200,00100,277,277,277,-158118371,225285,5723490,24058561.7725632,27163801,397793053,6664221611
Short-term acute/general hospital,G100000,01200,00300,6,6,6,-643,166734.5,262500,290661,420222.25,612000,1743966
Short-term acute/general hospital,G100000,01200,00500,2,2,2,1341699,2707236.75,4072774.5,4072774.5,5438312.25,6803850,8145549
Short-term acute/general hospital,G100000,01300,00100,114,114,114,-42429182,40207,1315387.5,16314868.2192982,13842270.75,174494055,1859894977
Short-term acute/general hospital,G100000,01300,00300,7,7,7,-3298953,52500,77000,334616.142857143,1289127.5,2881011,2342313
Short-term acute/general hospital,G100000,01300,00500,1,1,1,5371,5371,5371,5371,5371,5371,5371
Short-term acute/general hospital,G100000,01400,00100,46,46,46,-2054375,1066.75,259682.5,48000473.7608696,2995763.25,1235576071,2208021793
Short-term acute/general hospital,G100000,01400,00300,9,9,9,-18972,70000,409508,670241.555555556,559669,2637477,6032174
Short-term acute/general hospital,G100000,01400,00500,2,2,2,35161,142275,249389,249389,356503,463617,498778
Short-term acute/general hospital,G100000,01500,00100,24,24,24,-5469685,2257.75,553198.5,2181662.375,2046814,30993500,52359897
Short-term acute/general hospital,G100000,01500,00300,3,3,3,-31517,233066.5,497650,594377.666666667,907325,1317000,1783133
Short-term acute/general hospital,G100000,01600,00100,10,10,10,-735000,2964.25,433384.5,2241987.4,2132433.5,15069144,22419874
Short-term acute/general hospital,G100000,01600,00300,5,5,5,-1357252,-295635,-2000,-247577.2,1,417000,-1237886
Short-term acute/general hospital,G100000,01700,00100,20,20,20,-438599,-18.75,1,2546376.9,4.25,51199903,50927538
Short-term acute/general hospital,G100000,01700,00300,1,1,1,1000,1000,1000,1000,1000,1000,1000
Short-term acute/general hospital,G100000,01800,00200,350,350,350,-158118371,445921.5,6339912,31022416.2571429,28241430.75,1305941421,10857845690
Short-term acute/general hospital,G100000,01800,00400,18,18,18,-1357895,8500.75,211323,592483.333333333,997750,3440680,10664700
Short-term acute/general hospital,G100000,01800,00600,4,4,4,35161,360531.25,905343.5,2162424.5,2707236.75,6803850,8649698
Short-term acute/general hospital,G100000,01900,00200,550,550,550,-582769546,9045129.25,74102849.5,378866435.18,267808688.5,15548377000,208376539349
Short-term acute/general hospital,G100000,01900,00400,39,39,39,52092,733265,2602000,10318406.0769231,7753967.5,137119251,402417837
Short-term acute/general hospital,G100000,01900,00600,15,15,15,31050,856370.5,3824310,10249352.2,9903756,62108159,153740283
Short-term acute/general hospital,G100000,01900,00800,1,1,1,25020,25020,25020,25020,25020,25020,25020
Short-term acute/general hospital,G200000,00100,00100,547,547,547,94648,9247758,56058264,124474590.862888,167196899.5,1358268935,68087601202
Short-term acute/general hospital,G200000,00100,00300,547,547,547,94648,9247758,56058264,124474590.862888,167196899.5,1358268935,68087601202
Short-term acute/general hospital,G200000,00200,00100,81,81,81,3428,11112500,16147455,25729638.7901235,27466292,198218044,2084100742
Short-term acute/general hospital,G200000,00200,00300,81,81,81,3428,11112500,16147455,25729638.7901235,27466292,198218044,2084100742
Short-term acute/general hospital,G200000,00300,00100,122,122,122,1376080,7455383,12812599.5,18706905.2295082,23218586.25,119306366,2282242438
Short-term acute/general hospital,G200000,00300,00300,122,122,122,1376080,7455383,12812599.5,18706905.2295082,23218586.25,119306366,2282242438
Short-term acute/general hospital,G200000,00400,00100,1,1,1,26933850,26933850,26933850,26933850,26933850,26933850,26933850
Short-term acute/general hospital,G200000,00400,00300,1,1,1,26933850,26933850,26933850,26933850,26933850,26933850,26933850
Short-term acute/general hospital,G200000,00500,00100,51,51,51,134404,372513,726336,1195684.68627451,1361930,9829233,60979919
Short-term acute/general hospital,G200000,00500,00300,51,51,51,134404,372513,726336,1195684.68627451,1361930,9829233,60979919
Short-term acute/general hospital,G200000,00600,00100,28,28,28,6755,38413,110894,250417.607142857,299259.75,1329689,7011693
Short-term acute/general hospital,G200000,00600,00300,28,28,28,6755,38413,110894,250417.607142857,299259.75,1329689,7011693
Short-term acute/general hospital,G200000,00700,00100,45,45,45,565927,6210371,11348227,18182078.4444444,20662689,88823682,818193530
Short-term acute/general hospital,G200000,00700,00300,45,45,45,565927,6210371,11348227,18182078.4444444,20662689,88823682,818193530
Short-term acute/general hospital,G200000,00800,00100,5,5,5,5383177,7272449,8606347,10220523,10894025,18946617,51102615
Short-term acute/general hospital,G200000,00800,00300,5,5,5,5383177,7272449,8606347,10220523,10894025,18946617,51102615
Short-term acute/general hospital,G200000,00900,00100,13,13,13,42550,231265,1477026,3738756,3828126,19342802,48603828
Short-term acute/general hospital,G200000,00900,00300,13,13,13,42550,231265,1477026,3738756,3828126,19342802,48603828
Short-term acute/general hospital,G200000,01000,00100,548,548,548,352035,10788662,62087924.5,134063448.571168,181366344,1385235944,73466769817
Short-term acute/general hospital,G200000,01000,00300,548,548,548,352035,10788662,62087924.5,134063448.571168,181366344,1385235944,73466769817
Short-term acute/general hospital,G200000,01100,00100,382,382,382,115984,9741800.5,24521777.5,46196355.8926702,54402162,476580013,17647007951
Short-term acute/general hospital,G200000,01100,00300,382,382,382,115984,9741800.5,24521777.5,46196355.8926702,54402162,476580013,17647007951
Short-term acute/general hospital,G200000,01101,00100,40,40,40,2089962,9196416,22697152,41976654.925,55840257.5,303010176,1679066197
Short-term acute/general hospital,G200000,01101,00300,40,40,40,2089962,9196416,22697152,41976654.925,55840257.5,303010176,1679066197
Short-term acute/general hospital,G200000,01102,00100,9,9,9,4483031,10530818,15254191,34261475.4444444,55235914,120582493,308353279
Short-term acute/general hospital,G200000,01102,00300,9,9,9,4483031,10530818,15254191,34261475.4444444,55235914,120582493,308353279
Short-term acute/general hospital,G200000,01103,00100,2,2,2,25539556,38541780,51544004,51544004,64546228,77548452,103088008
Short-term acute/general hospital,G200000,01103,00300,2,2,2,25539556,38541780,51544004,51544004,64546228,77548452,103088008
Short-term acute/general hospital,G200000,01106,00100,1,1,1,7002346,7002346,7002346,7002346,7002346,7002346,7002346
Short-term acute/general hospital,G200000,01106,00300,1,1,1,7002346,7002346,7002346,7002346,7002346,7002346,7002346
Short-term acute/general hospital,G200000,01108,00100,1,1,1,55295208,55295208,55295208,55295208,55295208,55295208,55295208
Short-term acute/general hospital,G200000,01108,00300,1,1,1,55295208,55295208,55295208,55295208,55295208,55295208,55295208
Short-term acute/general hospital,G200000,01200,00100,58,58,58,374621,16595689,32678961,48386323.5862069,54232520.5,360687637,2806406768
Short-term acute/general hospital,G200000,01200,00300,58,58,58,374621,16595689,32678961,48386323.5862069,54232520.5,360687637,2806406768
Short-term acute/general hospital,G200000,01201,00100,8,8,8,7452608,24127455.25,51959185,63919558.25,94021293.75,150458450,511356466
Short-term acute/general hospital,G200000,01201,00300,8,8,8,7452608,24127455.25,51959185,63919558.25,94021293.75,150458450,511356466
Short-term acute/general hospital,G200000,01202,00100,2,2,2,20335791,28249281.5,36162772,36162772,44076262.5,51989753,72325544
Short-term acute/general hospital,G200000,01202,00300,2,2,2,20335791,28249281.5,36162772,36162772,44076262.5,51989753,72325544
Short-term acute/general hospital,G200000,01300,00100,7,7,7,5062140,9417495,12776831,18695971.8571429,24755119.5,44687603,130871803
Short-term acute/general hospital,G200000,01300,00300,7,7,7,5062140,9417495,12776831,18695971.8571429,24755119.5,44687603,130871803
Short-term acute/general hospital,G200000,01301,00100,2,2,2,29879474,40542920,51206366,51206366,61869812,72533258,102412732
Short-term acute/general hospital,G200000,01301,00300,2,2,2,29879474,40542920,51206366,51206366,61869812,72533258,102412732
Short-term acute/general hospital,G200000,01400,00100,17,17,17,806578,19011014,28303277,33945513.7647059,40142181,84786223,577073734
Short-term acute/general hospital,G200000,01400,00300,17,17,17,806578,19011014,28303277,33945513.7647059,40142181,84786223,577073734
Short-term acute/general hospital,G200000,01401,00100,9,9,9,13239009,27852358,44444079,76179866.3333333,101572192,284837189,685618797
Short-term acute/general hospital,G200000,01401,00300,9,9,9,13239009,27852358,44444079,76179866.3333333,101572192,284837189,685618797
Short-term acute/general hospital,G200000,01402,00100,3,3,3,9089344,15413812.5,21738281,22490011.6666667,29190345.5,36642410,67470035
Short-term acute/general hospital,G200000,01402,00300,3,3,3,9089344,15413812.5,21738281,22490011.6666667,29190345.5,36642410,67470035
Short-term acute/general hospital,G200000,01403,00100,1,1,1,47606808,47606808,47606808,47606808,47606808,47606808,47606808
Short-term acute/general hospital,G200000,01403,00300,1,1,1,47606808,47606808,47606808,47606808,47606808,47606808,47606808
Short-term acute/general hospital,G200000,01410,00100,1,1,1,2468676,2468676,2468676,2468676,2468676,2468676,2468676
Short-term acute/general hospital,G200000,01410,00300,1,1,1,2468676,2468676,2468676,2468676,2468676,2468676,2468676
Short-term acute/general hospital,G200000,01500,00100,101,101,101,59532,10409016,22223426,50581188.5346535,50743659,556528110,5108700042
Short-term acute/general hospital,G200000,01500,00300,101,101,101,59532,10409016,22223426,50581188.5346535,50743659,556528110,5108700042
Short-term acute/general hospital,G200000,01501,00100,8,8,8,1976438,11862022.75,36819247,93756275.875,78087495,481522478,750050207
Short-term acute/general hospital,G200000,01501,00300,8,8,8,1976438,11862022.75,36819247,93756275.875,78087495,481522478,750050207
Short-term acute/general hospital,G200000,01502,00100,1,1,1,177818422,177818422,177818422,177818422,177818422,177818422,177818422
Short-term acute/general hospital,G200000,01502,00300,1,1,1,177818422,177818422,177818422,177818422,177818422,177818422,177818422
Short-term acute/general hospital,G200000,01504,00100,1,1,1,279205152,279205152,279205152,279205152,279205152,279205152,279205152
Short-term acute/general hospital,G200000,01504,00300,1,1,1,279205152,279205152,279205152,279205152,279205152,279205152,279205152
Short-term acute/general hospital,G200000,01510,00100,1,1,1,128789925,128789925,128789925,128789925,128789925,128789925,128789925
Short-term acute/general hospital,G200000,01510,00300,1,1,1,128789925,128789925,128789925,128789925,128789925,128789925,128789925
Short-term acute/general hospital,G200000,01600,00100,396,396,396,115984,10178190,32192176.5,78909060.8585859,91359293.75,1067637434,31247988100
Short-term acute/general hospital,G200000,01600,00300,396,396,396,115984,10178190,32192176.5,78909060.8585859,91359293.75,1067637434,31247988100
Short-term acute/general hospital,G200000,01700,00100,549,549,549,352035,13277086,77613820,190737263.965392,250762092,2172123296,104714757917
Short-term acute/general hospital,G200000,01700,00300,549,549,549,352035,13277086,77613820,190737263.965392,250762092,2172123296,104714757917
Short-term acute/general hospital,G200000,01800,00100,539,539,539,228963,19122381.5,174938839,429256002.790353,610683430,3691273535,231368985504
Short-term acute/general hospital,G200000,01800,00200,527,527,527,1,101513306,384800184,556997343.121442,806875848,4464989650,293537599825
Short-term acute/general hospital,G200000,01800,00300,541,541,541,434055,116544222,598936956,970252468.260628,1369796670,7115582749,524906585329
Short-term acute/general hospital,G200000,01900,00100,479,479,479,4487,2263366,20161436,36981667.5929019,55416998.5,312834340,17714218777
Short-term acute/general hospital,G200000,01900,00200,522,522,522,230,30459159.75,86745838.5,158293567.559387,185092226.75,3083268624,82629242266
Short-term acute/general hospital,G200000,01900,00300,522,522,522,230,35441416,109262558,192228852.572797,239186035,3083268624,100343461043
Short-term acute/general hospital,G200000,02000,00100,16,16,16,27,745.75,1783,38676.0625,5649.25,526504,618817
Short-term acute/general hospital,G200000,02000,00200,98,98,98,28600,1744559.5,3053636.5,5906112.45918367,7781442,33534055,578799021
Short-term acute/general hospital,G200000,02000,00300,99,99,99,28600,1648614,3046318,5852705.43434343,7696942,33534055,579417838
Short-term acute/general hospital,G200000,02001,00100,4,4,4,10,2345.5,4062.5,105702.25,107419.25,414674,422809
Short-term acute/general hospital,G200000,02001,00200,45,45,45,63924,770088,1799303,4010865.08888889,3551281,51551297,180488929
Short-term acute/general hospital,G200000,02001,00300,46,46,46,63924,751096.5,1773993.5,3932863.86956522,3533783,51554421,180911738
Short-term acute/general hospital,G200000,02002,00100,3,3,3,650,991,1332,4036.33333333333,5729.5,10127,12109
Short-term acute/general hospital,G200000,02002,00200,32,32,32,20853,471195.75,1243432,2797446.6875,2534491.5,17128164,89518294
Short-term acute/general hospital,G200000,02002,00300,32,32,32,20853,471195.75,1243432,2797825.09375,2534491.5,17128164,89530403
Short-term acute/general hospital,G200000,02003,00100,2,2,2,150,509.5,869,869,1228.5,1588,1738
Short-term acute/general hospital,G200000,02003,00200,19,19,19,778294,1492412,1832764,2546543.78947368,2675841.5,7005626,48384332
Short-term acute/general hospital,G200000,02003,00300,19,19,19,778294,1492412,1832914,2546635.2631579,2675841.5,7007214,48386070
Short-term acute/general hospital,G200000,02004,00100,1,1,1,25,25,25,25,25,25,25
Short-term acute/general hospital,G200000,02004,00200,14,14,14,210657,1503847.75,1972309.5,2092614.5,2310782.75,5831933,29296603
Short-term acute/general hospital,G200000,02004,00300,14,14,14,210657,1503854,1972309.5,2092616.28571429,2310782.75,5831933,29296628
Short-term acute/general hospital,G200000,02005,00100,2,2,2,32,439.5,847,847,1254.5,1662,1694
Short-term acute/general hospital,G200000,02005,00200,11,11,11,251922,688148.5,1717773,1899487.36363636,2765003.5,4248580,20894361
Short-term acute/general hospital,G200000,02005,00300,11,11,11,251922,688148.5,1717773,1899641.36363636,2765003.5,4248580,20896055
Short-term acute/general hospital,G200000,02006,00100,2,2,2,167,259.5,352,352,444.5,537,704
Short-term acute/general hospital,G200000,02006,00200,6,6,6,196666,1485521,2930780,4459418.33333333,7051372.25,11269613,26756510
Short-term acute/general hospital,G200000,02006,00300,6,6,6,196666,1485521,2930780,4459535.66666667,7051497.5,11270150,26757214
Short-term acute/general hospital,G200000,02007,00200,3,3,3,1184366,1956748.5,2729131,2880559.33333333,3728656,4728181,8641678
Short-term acute/general hospital,G200000,02007,00300,3,3,3,1184366,1956748.5,2729131,2880559.33333333,3728656,4728181,8641678
Short-term acute/general hospital,G200000,02008,00200,4,4,4,905239,1870421.5,3749392,4842180.5,6721151,10964699,19368722
Short-term acute/general hospital,G200000,02008,00300,4,4,4,905239,1870421.5,3749392,4842180.5,6721151,10964699,19368722
Short-term acute/general hospital,G200000,02009,00200,4,4,4,76279,2586460,4090943,3332964.5,4837447.5,5073693,13331858
Short-term acute/general hospital,G200000,02009,00300,4,4,4,76279,2586460,4090943,3332964.5,4837447.5,5073693,13331858
Short-term acute/general hospital,G200000,02010,00200,3,3,3,1682660,3818862.5,5955065,12757426,18294809,30634553,38272278
Short-term acute/general hospital,G200000,02010,00300,3,3,3,1682660,3818862.5,5955065,12757426,18294809,30634553,38272278
Short-term acute/general hospital,G200000,02011,00200,1,1,1,3007099,3007099,3007099,3007099,3007099,3007099,3007099
Short-term acute/general hospital,G200000,02011,00300,1,1,1,3007099,3007099,3007099,3007099,3007099,3007099,3007099
Short-term acute/general hospital,G200000,02012,00200,1,1,1,3321823,3321823,3321823,3321823,3321823,3321823,3321823
Short-term acute/general hospital,G200000,02012,00300,1,1,1,3321823,3321823,3321823,3321823,3321823,3321823,3321823
Short-term acute/general hospital,G200000,02013,00200,1,1,1,7677527,7677527,7677527,7677527,7677527,7677527,7677527
Short-term acute/general hospital,G200000,02013,00300,1,1,1,7677527,7677527,7677527,7677527,7677527,7677527,7677527
Short-term acute/general hospital,G200000,02014,00200,1,1,1,4403543,4403543,4403543,4403543,4403543,4403543,4403543
Short-term acute/general hospital,G200000,02014,00300,1,1,1,4403543,4403543,4403543,4403543,4403543,4403543,4403543
Short-term acute/general hospital,G200000,02015,00200,1,1,1,436593,436593,436593,436593,436593,436593,436593
Short-term acute/general hospital,G200000,02015,00300,1,1,1,436593,436593,436593,436593,436593,436593,436593
Short-term acute/general hospital,G200000,02016,00200,1,1,1,456485,456485,456485,456485,456485,456485,456485
Short-term acute/general hospital,G200000,02016,00300,1,1,1,456485,456485,456485,456485,456485,456485,456485
Short-term acute/general hospital,G200000,02017,00200,1,1,1,2933938,2933938,2933938,2933938,2933938,2933938,2933938
Short-term acute/general hospital,G200000,02017,00300,1,1,1,2933938,2933938,2933938,2933938,2933938,2933938,2933938
Short-term acute/general hospital,G200000,02018,00200,1,1,1,2036140,2036140,2036140,2036140,2036140,2036140,2036140
Short-term acute/general hospital,G200000,02018,00300,1,1,1,2036140,2036140,2036140,2036140,2036140,2036140,2036140
Short-term acute/general hospital,G200000,02019,00200,1,1,1,1749930,1749930,1749930,1749930,1749930,1749930,1749930
Short-term acute/general hospital,G200000,02019,00300,1,1,1,1749930,1749930,1749930,1749930,1749930,1749930,1749930
Short-term acute/general hospital,G200000,02020,00200,1,1,1,1350968,1350968,1350968,1350968,1350968,1350968,1350968
Short-term acute/general hospital,G200000,02020,00300,1,1,1,1350968,1350968,1350968,1350968,1350968,1350968,1350968
Short-term acute/general hospital,G200000,02021,00200,1,1,1,2436584,2436584,2436584,2436584,2436584,2436584,2436584
Short-term acute/general hospital,G200000,02021,00300,1,1,1,2436584,2436584,2436584,2436584,2436584,2436584,2436584
Short-term acute/general hospital,G200000,02022,00200,1,1,1,1559829,1559829,1559829,1559829,1559829,1559829,1559829
Short-term acute/general hospital,G200000,02022,00300,1,1,1,1559829,1559829,1559829,1559829,1559829,1559829,1559829
Short-term acute/general hospital,G200000,02023,00200,1,1,1,1576308,1576308,1576308,1576308,1576308,1576308,1576308
Short-term acute/general hospital,G200000,02023,00300,1,1,1,1576308,1576308,1576308,1576308,1576308,1576308,1576308
Short-term acute/general hospital,G200000,02024,00200,1,1,1,716406,716406,716406,716406,716406,716406,716406
Short-term acute/general hospital,G200000,02024,00300,1,1,1,716406,716406,716406,716406,716406,716406,716406
Short-term acute/general hospital,G200000,02025,00200,1,1,1,974860,974860,974860,974860,974860,974860,974860
Short-term acute/general hospital,G200000,02025,00300,1,1,1,974860,974860,974860,974860,974860,974860,974860
Short-term acute/general hospital,G200000,02026,00200,1,1,1,1929822,1929822,1929822,1929822,1929822,1929822,1929822
Short-term acute/general hospital,G200000,02026,00300,1,1,1,1929822,1929822,1929822,1929822,1929822,1929822,1929822
Short-term acute/general hospital,G200000,02028,00200,1,1,1,2518699,2518699,2518699,2518699,2518699,2518699,2518699
Short-term acute/general hospital,G200000,02028,00300,1,1,1,2518699,2518699,2518699,2518699,2518699,2518699,2518699
Short-term acute/general hospital,G200000,02029,00200,1,1,1,1459360,1459360,1459360,1459360,1459360,1459360,1459360
