rpt_rec_num,prvdr_num_chr,provider_name,city,state_abbrev,raw_provider_model_class,clean_provider_model_class,clean_provider_group,revenue_source_method,revenue_use_for_model_flag,operating_revenue_candidate,operating_income_candidate,operating_margin_candidate,diagnostic_margin_stress_tier,diagnostic_margin_note,stabilization_tier,stabilization_basis,annual_transition_support_cap_model
824054,121302,KOHALA HOSPITAL,KAPAAU,HI,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,TRUE,24157856,-8456135,-0.350036650603431,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,class + UC burden,91147.2768407503
823399,011305,ST. VINCENTS BLOUNT,ONEONTA,AL,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,TRUE,42644525,-14219486,-0.333442241413171,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,class + UC burden,468787.437512223
825509,121301,KAU HOSPITAL,PAHALA,HI,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,TRUE,67732568,-17871053,-0.263847267683694,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,443549.741654203
828322,121300,KAUAI VETERANS MEMORIAL HOSPITAL,WAIMEA KAUAI,HI,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,TRUE,68302682,-12718598,-0.186209349729488,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class + UC burden,341962.645319084
825134,121304,KAHUKU MEDICAL CENTER,KAHUKU,HI,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,TRUE,29597052,-5229713,-0.176697091318419,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class + UC burden,148533.90229242
828323,121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA KAUAI,HI,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,TRUE,55905173,-9553475,-0.170887137760937,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class + UC burden,320306.63922828
815839,241314,JOHNSON MEMORIAL HOSPITAL,DAWSON,MN,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,TRUE,28440747,-3439535,-0.120936872719975,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class + UC burden,167524.947232483
798381,021314,MT EDGECUMBE HOSPITAL,JUNEAU,AK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,343276245,-343276245,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,1029828.735
798535,031307,PARKER INDIAN HEALTH CENTER,PARKER,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,69561772,-69561772,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,208685.316
798536,031308,HU HU KAM MEMORIAL HOSPITAL,SACATON,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,320029147,-320029147,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,960087.441
798766,021309,KANAKANAK HOSPITAL,DILLINGHAM,AK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,159180637,-159180637,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,477541.911
799048,031305,HOPI HEALTH CENTER,POLACCA,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,80025953,-80025953,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,240077.859
799178,431383,PHS HOSPITAL - EAGLE BUTTE,EAGLE BUTTE,SD,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,65305942,-65305942,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,195917.826
799278,351364,STANDING ROCK IHS HOSPITAL,FORT YATES,ND,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,38919257,-38919257,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,116757.771
799312,021310,MANIILAQ HEALTH CENTER,KOTZEBUE,AK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,88386903,-88386903,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,265160.709
800324,031320,SAN CARLOS APACHE HEALTHCARE CORP,PERIDOT,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,138342216,-138342216,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,415026.648
800419,241358,CASS LAKE INDIAN HOSPITAL,CASS LAKE,MN,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,77689833,-77689833,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,233069.499
800707,271339,CROW/NORTHERN CHEYENNE INDIAN HOSPIT,CROW AGENCY,MT,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,91639545,-91639545,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,274918.635
808538,370170,LAWTON INDIAN HOSPITAL,LAWTON,OK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,143890851,-143890851,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,431672.553
811262,030084,CHINLE COMPREHENSIVE CARE FACILITY,CHINLE,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,238729915,-238729915,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,716189.745
811264,030113,USPHS HOSPITAL-WHITERIVER,WHITERIVER,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,139615766,-139615766,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,418847.298
811908,370171,CHEROKEE NATION WW HASTINGS HOSPITAL,TAHLEQUAH,OK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,220778594,-220778594,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,662335.782
811953,430084,USPHS HOSPITAL - ROSEBUD,ROSEBUD,SD,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,77478234,-77478234,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,232434.702
812170,020026,ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,AK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,847847063,-847847063,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,2543541.189
812963,320057,SANTA FE INDIAN HOSPITAL,SANTA FE,NM,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,48751798,-48751798,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,146255.394
812964,320061,GALLUP INDIAN MEDICAL CENTER,GALLUP,NM,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,307292668,-307292668,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,921878.004
813077,340156,CHEROKEE INDIAN HOSPITAL AUTHORITY,CHEROKEE,NC,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,143808457,-143808457,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,431425.371
813181,370173,CLAREMORE INDIAN HOSPITAL,CLAREMORE,OK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,111536354,-111536354,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,334609.062
813182,370180,CHICKASAW NATION MEDICAL CENTER,ADA,OK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,401124109,-401124109,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,1203372.327
813306,430098,PINE RIDGE HOSPITAL,PINE RIDGE,SD,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,120102183,-120102183,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,360306.549
813582,020018,YK DELTA REGIONAL HOSPITAL,BETHEL,AK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,338089353,-338089353,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,1014268.059
813586,030073,TUBA CITY REG HEALTH CARE CORP,TUBA CITY,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,247607129,-247607129,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,742821.387
813587,030078,PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,304265045,-304265045,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,912795.135
813659,270074,BLACKFEET COMMUNITY HOSPITAL,BROWNING,MT,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,83911418,-83911418,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,251734.254
813668,320060,ZUNI COMPREHENSIVE HEALTH CENTER,ZUNI,NM,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,64547018,-64547018,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,193641.054
813669,320062,CROWNPOINT INDIAN HOSPITAL,CROWNPOINT,NM,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,105686962,-105686962,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,317060.886
813686,350063,QUENTIN N BURDICK MEMORIAL HOSPITAL,BELCOURT,ND,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,100444681,-100444681,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,301334.043
813690,370172,CHOCTAW NATION HEALTH CARE CENTER,TALIHINA,OK,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,371165087,-371165087,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,1113495.261
813811,030071,FORT DEFIANCE INDIAN HOSPITAL,FORT DEFIANCE,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,225388457,-225388457,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,676165.371
813812,030074,SELLS HOSPITAL,SELLS,AZ,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,104502036,-104502036,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,313506.108
814521,240206,RED LAKE INDIAN HOSPITAL,RED LAKE,MN,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,61921050,-61921050,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,185763.15
814658,320059,NORTHERN NAVAJO MEDICAL CENTER,SHIPROCK,NM,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,283225694,-283225694,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,849677.082
819117,250127,CHOCTAW HEALTH CENTER,CHOCTAW,MS,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,64700619,-64700619,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,194101.857
819317,280059,TWELVE CLANS UNITY HOSPITAL,WINNEBAGO,NE,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,54542527,-54542527,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,163627.581
831271,271315,FORT BELKNAP HEALTH CENTER,HARLEM,MT,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,rural_g200000_l04300_fallback,TRUE,51981260,-51981260,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,155943.78
829556,524002,WINNEBAGO MENTAL HEALTH INSTITUTE,MADISON,WI,Critical access hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,nonstandard_g200000_l04300_fallback,TRUE,116733530,-50992753,-0.436830386265197,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,116733.53
822228,382004,VIBRA SPECIALTY HOSP PORTLAND,PORTLAND,OR,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,standard_g2_l028_split,TRUE,35470542,-8089208,-0.228054254147005,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,2.49898687051727
825957,030024,ST. JOSEPHS HOSPITAL & MEDICAL CTR,PHOENIX,AZ,Short-term acute/general hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,standard_g2_l028_split,TRUE,1623255591,-121732147,-0.074992593695616,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class + UC burden,5876272.33396709
826506,330140,ST. JOSEPHS HOSPITAL HEALTH CENTER,SYRACUSE,NY,Short-term acute/general hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,standard_g2_l028_split,TRUE,673988510,-42459943,-0.0629980220285951,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class + UC burden,2915555.70613692
822186,212003,DEERS HEAD CENTER,SALISBURY,MD,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,30066180,-30066180,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
823449,214002,EASTERN SHORE HOSPITAL CENTER,CAMBRIDGE,MD,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,32628554,-32628554,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825407,254010,MSH- RECEIVING UNITS,WHITFIELD,MS,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,9853920,-9853920,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825795,214012,THOMAS B. FINAN,CUMBERLAND,MD,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,32985735,-32985735,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826649,222023,WESTERN MASSACHUSETTS HOSPITAL,WESTFIELD,MA,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,36498229,-36498229,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828022,114013,WEST CENTRAL GA REGIONAL HOSPITAL,COLUMBUS,GA,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,63448382,-63448382,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828345,364015,APPALACHIAN RPH - ATHENS CAMPUS,ATHENS,OH,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,32037255,-32037255,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828573,334003,ST. LAWRENCE P.C.,OGDENSBURG,NY,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,46035150,-46035150,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828575,334045,ELMIRA P.C.,ELMIRA,NY,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,39170107,-39170107,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828935,212002,WESTERN MARYLAND HOSPITAL CENTER,HAGERSTOWN,MD,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,30266788,-30266788,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829674,334021,MOHAWK VALLEY P.C.,UTICA,NY,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,35155318,-35155318,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827874,344033,WALTER B JONES LAKESIDE,GREENVILLE,NC,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,15162993,-13863592,-0.914304451634318,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829221,454093,SUNRISE CANYON HOSPITAL,LUBBOCK,TX,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,8769215,-5734187,-0.653899693416115,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
823978,510086,WELCH COMMUNITY HOSPITAL,WELCH,WV,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,37230114,-23945050,-0.643163488567346,4,diagnostic severe margin stress; not used for final tier,Tier 1 - monitoring / low support,UC burden safety-net trigger,55210.2070342994
830798,400127,ADMIN DE SERVICIOS MEDICOS DE PR,SAN JUAN,PR,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,346876225,-132122149,-0.380891336672036,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829636,454088,RIO GRANDE STATE CENTER,HARLINGEN,TX,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,27022397,-10175185,-0.376546351532027,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826160,120019,KONA COMMUNITY HOSPITAL,KEALAKEKUA,HI,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,163449230,-45125024,-0.276079758833982,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,584549.107018174
823940,420055,MUSC HEALTH MARION MEDICAL CENTER,MULLINS,SC,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,36201663,-9812483,-0.271050614442768,4,diagnostic severe margin stress; not used for final tier,Tier 4 - critical transition support,UC burden safety-net trigger,637913.357987856
823939,420048,MUSC HEALTH KERSHAW MEDICAL CENTER,CAMDEN,SC,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,105889463,-15366229,-0.145115751507778,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,653400.640429537
824851,420019,MUSC HEALTH CHESTER MEDICAL CENTER,CHESTER,SC,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,79937816,-10882655,-0.136139008351191,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,533754.116843912
823226,010173,ST. VINCENTS CHILTON,CLANTON,AL,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,39992668,-3916781,-0.097937476939523,3,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,661532.602261768
823967,490045,UVA EEALTH PRINCE WILLIAM MEDICAL,MANASSAS,VA,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,TRUE,256930212,-19086243,-0.0742857091481324,3,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,2655963.67417537
820803,464001,UTAH STATE HOSPITAL,PROVO,UT,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,104729755,-104729755,-1,4,diagnostic severe margin stress; not used for final tier,Tier 1 - monitoring / low support,UC burden safety-net trigger,52364.8775
824087,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,36930898,-36930898,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824669,394001,NORRISTOWN STATE HOSPITAL,NORRISTOWN,PA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,136207389,-136207389,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824789,224031,CAPE COD AND ISLANDS MENTAL HEALTH C,POCASSET,MA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,9222597,-9222597,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825285,394016,WARREN STATE HOSPITAL,WARREN,PA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,66263978,-66263978,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825657,394014,WERNERSVILLE STATE HOSPITAL,WERNERSVILLE,PA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,88056772,-88056772,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825767,144037,ELGIN MENTAL HEALTH CENTER,ELGIN,IL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,91230572,-91230572,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825768,144038,CHOATE MENTAL HEALTH CENTER,ANNA,IL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,57942631,-57942631,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826330,194008,EAST LA STATE MENTAL HEALTH SYSTEM,JACKSON,LA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,199676804,-199676804,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826388,394012,CLARKS SUMMIT STATE HOSPITAL,CLARKS SUMMIT,PA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,60008271,-60008271,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827857,144021,PACKARD MENTAL HEALTH CENTER,SPRINGFIELD,IL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,35458401,-35458401,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827858,144028,JOHN J MADDEN MENTAL HEALTH CENTER,HINES,IL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,30410276,-30410276,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827863,224040,DR. SOLOMON CARTER FULLER MENTAL HL,BOSTON,MA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,28099070,-28099070,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827941,224032,WORCESTER RECOVERY CENTER AND HOSP,WORCESTER,MA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,129055924,-129055924,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827992,244011,ANNANDALE BEHAVIORAL HEALTH HSP,ST. PAUL,MN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,9708041,-9708041,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828033,194025,CENTRAL LA. STATE HOSPITAL,PINEVILLE,LA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,49554770,-49554770,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828036,224028,CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,12179372,-12179372,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828059,444008,WESTERN MENTAL HLTH INSTIT.,BOLIVAR,TN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,52387172,-52387172,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828092,204004,DOROTHEA DIX PSYCHIATRIC CENTER,BANGOR,ME,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,TRUE,41130859,-41130859,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
