clean_provider_group,clean_provider_model_class,revenue_source_method,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,03000,00100,9,9,9,377452,8718608,16128423,41439864.6666667,48235970,184232704,372958782
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,03300,00100,1,1,1,134945438,134945438,134945438,134945438,134945438,134945438,134945438
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,03400,00100,1,1,1,-3460841,-3460841,-3460841,-3460841,-3460841,-3460841,-3460841
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,03500,00100,2,2,2,-3460841,31140728.75,65742298.5,65742298.5,100343868.25,134945438,131484597
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,03600,00100,15,15,15,-565364760,-212221213,16128423,-102645170.533333,58917035.5,168499053,-1539677558
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,03700,00100,10,10,10,-1460724,1810.5,96715,2643204.5,393847.5,25914488,26432045
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,03800,00100,6,6,6,416409,3341328,4948957.5,3983255.5,5271867.75,5400253,23899533
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,03900,00100,1,1,1,1137258,1137258,1137258,1137258,1137258,1137258,1137258
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,04300,00100,1,1,1,32307727,32307727,32307727,32307727,32307727,32307727,32307727
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,04400,00100,2,2,2,91,4269101.75,8538112.5,8538112.5,12807123.25,17076134,17076225
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,04500,00100,10,10,10,-1044315,8424.75,4072734.5,10085278.8,5775494.75,75298349,100852788
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,04900,00100,2,2,2,5131656,6137056.25,7142456.5,7142456.5,8147856.75,9153257,14284913
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,05000,00100,2,2,2,5131656,6137056.25,7142456.5,7142456.5,8147856.75,9153257,14284913
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,05100,00100,10,10,10,-1044315,762994.5,5317330.5,11513770.1,8342607.75,75298349,115137701
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,05200,00100,15,15,15,-570474766,-213216786.5,9270173,-110321017.266667,58913993.5,134945438,-1654815259
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,05900,00100,15,15,15,-570474766,-213216786.5,9270173,-110321017.266667,58913993.5,134945438,-1654815259
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G000000,06000,00100,15,15,15,-565364760,-212221212.5,16128422,-102645170.533333,58917035.5,168499051,-1539677558
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,00100,00200,14,14,14,-474822570,-417375711.25,15439839.5,-114110926.5,71275521.25,187207618,-1597552971
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,00200,00200,17,17,17,-100686987,-78493174,-26810210,-38794836.1764706,-6404448,36285795,-659512215
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,00300,00200,17,17,17,-570165442,-331411098,-3083389,-132768540.352941,29350748,170131478,-2257065186
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,00400,00100,5,5,5,2500,309322,328953,94316939.8,2115755,468828169,471584699
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,00500,00100,3,3,3,16643921,25870331.5,35096742,78835312.6666667,109931008.5,184765275,236505938
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,00600,00100,1,1,1,73382,73382,73382,73382,73382,73382,73382
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,00700,00100,2,2,2,1944577,8827319.25,15710061.5,15710061.5,22592803.75,29475546,31420123
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,01000,00200,7,7,7,309322,1222354,35096742,105654877.428571,116452600.5,468828169,739584142
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,01100,00200,17,17,17,-569856120,-95351365,3522253,-89263590.8235294,51820201,356841330,-1517481044
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,01200,00100,3,3,3,1,202733,405465,1227609,1841413,3277361,3682827
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,01300,00100,2,2,2,12606169,55664640.25,98723111.5,98723111.5,141781582.75,184840054,197446223
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,01500,00100,1,1,1,1352153,1352153,1352153,1352153,1352153,1352153,1352153
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,01800,00200,5,5,5,1,405465,3277361,40496240.6,12606169,186192207,202481203
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G100000,01900,00200,17,17,17,-569856120,-95351365,-3083389,-101174249.823529,51820201,170649123,-1719962247
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,00100,00100,17,17,17,1138387,37474696,54150496,63447270.1176471,78769241,169554170,1078603592
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,00100,00300,17,17,17,1138387,37474696,54150496,63447270.1176471,78769241,169554170,1078603592
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,00800,00100,1,1,1,11649792,11649792,11649792,11649792,11649792,11649792,11649792
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,00800,00300,1,1,1,11649792,11649792,11649792,11649792,11649792,11649792,11649792
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,00900,00100,2,2,2,105112618,122227885.25,139343152.5,139343152.5,156458419.75,173573687,278686305
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,00900,00300,2,2,2,105112618,122227885.25,139343152.5,139343152.5,156458419.75,173573687,278686305
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01000,00100,17,17,17,7626621,52390102,77652503,80525864.0588235,114253373,174712074,1368939689
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01000,00300,17,17,17,7626621,52390102,77652503,80525864.0588235,114253373,174712074,1368939689
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01500,00100,2,2,2,42011654,48830704.5,55649755,55649755,62468805.5,69287856,111299510
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01500,00300,2,2,2,42011654,48830704.5,55649755,55649755,62468805.5,69287856,111299510
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01600,00100,2,2,2,42011654,48830704.5,55649755,55649755,62468805.5,69287856,111299510
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01600,00300,2,2,2,42011654,48830704.5,55649755,55649755,62468805.5,69287856,111299510
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01700,00100,17,17,17,22584147,57724721,77818844,87072894.0588235,114253373,174712074,1480239199
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01700,00300,17,17,17,22584147,57724721,77818844,87072894.0588235,114253373,174712074,1480239199
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01800,00100,9,9,9,20,3393532,8568812,9136984.22222222,15955080,20695025,82232858
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01800,00200,12,12,12,2382,5000,7399,54131.5833333333,19943,5e+05,649579
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01800,00300,12,12,12,2402,5000,4556957.5,6906869.75,12550426.25,20701772,82882437
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01900,00100,2,2,2,8410,9854.75,11299.5,11299.5,12744.25,14189,22599
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01900,00200,5,5,5,205,440,696,1035.8,914,2924,5179
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,01900,00300,7,7,7,205,568,914,3968.28571428571,5667,14189,27778
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,02300,00100,2,2,2,9125,9254.75,9384.5,9384.5,9514.25,9644,18769
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,02300,00300,2,2,2,9125,9254.75,9384.5,9384.5,9514.25,9644,18769
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,02700,00100,4,4,4,11267,297262.25,854586.5,771902.5,1329226.75,1367170,3087610
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,02700,00300,4,4,4,11267,297262.25,854586.5,771902.5,1329226.75,1367170,3087610
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,02800,00100,17,17,17,25977679,57724721,78889857,92094178.5294118,114253373,185509250,1565601035
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,02800,00200,17,17,17,205,2382,5000,38515.1764705882,13260,5e+05,654758
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,02800,00300,17,17,17,25996074,57724926,78894857,92132693.7058823,114258373,185533837,1566255793
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,02900,00200,17,17,17,29079714,44046916,80126063,84971114.7058824,100687047,194278900,1444508950
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,03000,00100,4,4,4,626279,2563022,5705627,6056507.5,9199112.5,12188497,24226030
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,03100,00100,5,5,5,83977,1317601,2423270,3481998.6,6578126,7007019,17409993
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,03200,00100,4,4,4,588225,913587,2043234,2657397,3787044,5954895,10629588
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,03300,00100,2,2,2,37844,627269.25,1216694.5,1216694.5,1806119.75,2395545,2433389
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,03500,00100,1,1,1,1520554,1520554,1520554,1520554,1520554,1520554,1520554
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,03600,00200,5,5,5,4127842,6578126,8696300,11243910.8,10108477,26708809,56219554
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,03700,00100,1,1,1,37653,37653,37653,37653,37653,37653,37653
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,03800,00100,1,1,1,1798311,1798311,1798311,1798311,1798311,1798311,1798311
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,04200,00200,1,1,1,1835964,1835964,1835964,1835964,1835964,1835964,1835964
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G200000,04300,00200,17,17,17,29079714,44046916,86986399,88170149.4117647,100687047,200857026,1498892540
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,00100,00100,17,17,17,25996074,57724926,78894857,92132693.7058823,114258373,185533837,1566255793
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,00200,00100,9,9,9,343728,41323236,58183144,58118256.6666667,71303734,126815203,523064310
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,00300,00100,17,17,17,4040835,25128154,52391016,61364204.8823529,77821768,185190109,1043191483
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,00400,00100,17,17,17,29079714,44046916,86986399,88170149.4117647,100687047,200857026,1498892540
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,00500,00100,17,17,17,-78638650,-40006081,-26819334,-26805944.5294118,-10676628,36285795,-455701057
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,01100,00100,1,1,1,6528,6528,6528,6528,6528,6528,6528
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,01500,00100,1,1,1,1375,1375,1375,1375,1375,1375,1375
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,01800,00100,2,2,2,247,882.75,1518.5,1518.5,2154.25,2790,3037
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,02300,00100,4,4,4,4532437,10635572.5,24214729.5,27937925.25,41517082.25,58789805,111751701
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,02400,00100,11,11,11,-77821708,-54869219,251,-28694781.5454545,54572,145476,-315642597
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,02401,00100,1,1,1,5390,5390,5390,5390,5390,5390,5390
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,02402,00100,1,1,1,48972,48972,48972,48972,48972,48972,48972
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,02403,00100,1,1,1,12105,12105,12105,12105,12105,12105,12105
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,02404,00100,1,1,1,2331,2331,2331,2331,2331,2331,2331
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,02500,00100,15,15,15,-77821708,-51383531,65402,-13587410.5333333,2338956.5,58793970,-203811158
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,02600,00100,17,17,17,-100686987,-78493174,-26810210,-38794836.1764706,-6404448,36285795,-659512215
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,G300000,02900,00100,17,17,17,-100686987,-78493174,-26810210,-38794836.1764706,-6404448,36285795,-659512215
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,00100,00100,2,2,2,500,74807.5,149115,149115,223422.5,297730,298230
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,00400,00100,2,2,2,7784557,9861152.75,11937748.5,11937748.5,14014344.25,16090940,23875497
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,00500,00100,2,2,2,40313,52663,65013,65013,77363,89713,130026
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,00600,00100,2,2,2,-7744002,-6868302,-5992602,-5992602,-5116902,-4241202,-11985204
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,00700,00100,2,2,2,10200,95312.5,180425,180425,265537.5,350650,360850
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,00800,00100,1,1,1,16256,16256,16256,16256,16256,16256,16256
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,00900,00100,1,1,1,1463962,1463962,1463962,1463962,1463962,1463962,1463962
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,01100,00100,2,2,2,3907854,5493831.25,7079808.5,7079808.5,8665785.75,10251763,14159617
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,01200,00100,1,1,1,847629,847629,847629,847629,847629,847629,847629
Specialty / behavioral / rehab,Rehab / LTCH / specialty hospital,standard_g2_l028_split,G000000,01300,00100,1,1,1,242832,242832,242832,242832,242832,242832,242832
