clean_provider_group,clean_provider_model_class,revenue_source_method,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G200000,02800,00300,1,1,1,1299401,1299401,1299401,1299401,1299401,1299401,1299401
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G200000,02900,00200,1,1,1,29717856,29717856,29717856,29717856,29717856,29717856,29717856
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G200000,03700,00100,1,1,1,14554863,14554863,14554863,14554863,14554863,14554863,14554863
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G200000,04200,00200,1,1,1,14554863,14554863,14554863,14554863,14554863,14554863,14554863
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G200000,04300,00200,1,1,1,15162993,15162993,15162993,15162993,15162993,15162993,15162993
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G300000,00100,00100,1,1,1,1299401,1299401,1299401,1299401,1299401,1299401,1299401
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G300000,00300,00100,1,1,1,1299401,1299401,1299401,1299401,1299401,1299401,1299401
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G300000,00400,00100,1,1,1,15162993,15162993,15162993,15162993,15162993,15162993,15162993
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G300000,00500,00100,1,1,1,-13863592,-13863592,-13863592,-13863592,-13863592,-13863592,-13863592
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G300000,02300,00100,1,1,1,8682464,8682464,8682464,8682464,8682464,8682464,8682464
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G300000,02400,00100,1,1,1,206959,206959,206959,206959,206959,206959,206959
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G300000,02500,00100,1,1,1,8889423,8889423,8889423,8889423,8889423,8889423,8889423
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G300000,02600,00100,1,1,1,-4974169,-4974169,-4974169,-4974169,-4974169,-4974169,-4974169
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,G300000,02900,00100,1,1,1,-4974169,-4974169,-4974169,-4974169,-4974169,-4974169,-4974169
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,00100,00100,4,4,4,-169221203,-115340357,-48689512.5,-63146968,3503876.5,14012356,-252587872
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,00200,00100,1,1,1,15033803,15033803,15033803,15033803,15033803,15033803,15033803
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,00400,00100,2,2,2,16839512,23155040,29470568,29470568,35786096,42101624,58941136
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,00500,00100,2,2,2,34684,585107,1135530,1135530,1685953,2236376,2271060
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,00600,00100,2,2,2,-32961078,-28073050.75,-23185023.5,-23185023.5,-18296996.25,-13408969,-46370047
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,00700,00100,4,4,4,867820,2221840,3113285,3980328.75,4871773.75,8826925,15921315
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,00800,00100,1,1,1,634180,634180,634180,634180,634180,634180,634180
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,00900,00100,2,2,2,-125813,923702.25,1973217.5,1973217.5,3022732.75,4072248,3946435
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,01100,00100,4,4,4,-165667813,-107831815.75,-42172433,-50552497.5,15106885.25,47802689,-202209990
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,01200,00100,2,2,2,3147539,3173154.25,3198769.5,3198769.5,3224384.75,3250000,6397539
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,01300,00100,2,2,2,128214,143390.25,158566.5,158566.5,173742.75,188919,317133
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,01400,00100,1,1,1,-17590,-17590,-17590,-17590,-17590,-17590,-17590
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,01500,00100,2,2,2,20570760,30880073.75,41189387.5,41189387.5,51498701.25,61808015,82378775
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,01600,00100,1,1,1,-711808,-711808,-711808,-711808,-711808,-711808,-711808
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,01700,00100,1,1,1,59638,59638,59638,59638,59638,59638,59638
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,01800,00100,1,1,1,-5022,-5022,-5022,-5022,-5022,-5022,-5022
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,01900,00100,2,2,2,119925,2638818.75,5157712.5,5157712.5,7676606.25,10195500,10315425
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,02000,00100,1,1,1,-10524,-10524,-10524,-10524,-10524,-10524,-10524
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,02300,00100,2,2,2,2394168,15116561.75,27838955.5,27838955.5,40561349.25,53283743,55677911
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,02400,00100,1,1,1,-329053,-329053,-329053,-329053,-329053,-329053,-329053
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,02600,00100,1,1,1,-92017971,-92017971,-92017971,-92017971,-92017971,-92017971,-92017971
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,02900,00100,1,1,1,1528015,1528015,1528015,1528015,1528015,1528015,1528015
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,03000,00100,2,2,2,25509413,28650323.5,31791234,31791234,34932144.5,38073055,63582468
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,03300,00100,1,1,1,470767,470767,470767,470767,470767,470767,470767
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,03400,00100,1,1,1,401553,401553,401553,401553,401553,401553,401553
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,03500,00100,1,1,1,872320,872320,872320,872320,872320,872320,872320
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,03600,00100,4,4,4,-165667813,-107831815.75,-28981566.5,-34438800.5,44411448.75,85875744,-137755202
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,03700,00100,4,4,4,-25893,-5901,1963370.5,3023540.25,4992811.75,8193313,12094161
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,03800,00100,3,3,3,797801,1145793,1493785,1401900,1703949.5,1914114,4205700
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,03900,00100,1,1,1,14817,14817,14817,14817,14817,14817,14817
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,04300,00100,1,1,1,-22132,-22132,-22132,-22132,-22132,-22132,-22132
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,04400,00100,2,2,2,1877422,2006410.75,2135399.5,2135399.5,2264388.25,2393377,4270799
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,04500,00100,4,4,4,749776,1308355,4871417,5140836.25,8703898.25,10070735,20563345
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,04600,00100,1,1,1,25159951,25159951,25159951,25159951,25159951,25159951,25159951
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,05000,00100,1,1,1,25159951,25159951,25159951,25159951,25159951,25159951,25159951
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,05100,00100,4,4,4,749776,1308355,5782641.5,11430824,15905110.5,33408237,45723296
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,05200,00100,4,4,4,-167162361,-108767784.75,-34391823,-45869625,28506336.75,52467507,-183478500
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,05900,00100,4,4,4,-167162361,-108767784.75,-34391823,-45869625,28506336.75,52467507,-183478500
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G000000,06000,00100,4,4,4,-165667813,-107831815.75,-28981567.5,-34438801,44411447.25,85875744,-137755204
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,00100,00200,4,4,4,-274578703,-134007619,-29444810.5,-71070926.5,33491882,49184618,-284283706
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,00200,00200,4,4,4,-27022397,-14990043.5,-7081125.5,-9364274.5,-1455356.5,3727550,-37457098
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,00300,00200,4,4,4,-301601100,-148997662.5,-36525936,-80435201,32036525.5,52912168,-321740804
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,00400,00100,2,2,2,8826926,40229879.25,71632832.5,71632832.5,103035785.75,134438739,143265665
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,00500,00100,1,1,1,14408061,14408061,14408061,14408061,14408061,14408061,14408061
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,00700,00100,1,1,1,22834834,22834834,22834834,22834834,22834834,22834834,22834834
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,00900,00100,1,1,1,25366426,25366426,25366426,25366426,25366426,25366426,25366426
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,01000,00200,3,3,3,8826926,35718123.5,62609321,68624995.3333333,98524030,134438739,205874986
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,01100,00200,4,4,4,-167162361,-108767783.25,-18195378,-28966454.5,61605950.75,87687299,-115865818
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,01200,00100,1,1,1,444661,444661,444661,444661,444661,444661,444661
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,01300,00100,1,1,1,48236123,48236123,48236123,48236123,48236123,48236123,48236123
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,01400,00100,1,1,1,63488,63488,63488,63488,63488,63488,63488
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,01500,00100,1,1,1,17336395,17336395,17336395,17336395,17336395,17336395,17336395
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,01600,00100,1,1,1,1532013,1532013,1532013,1532013,1532013,1532013,1532013
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,01800,00200,2,2,2,444661,17125500.5,33806340,33806340,50487179.5,67168019,67612680
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G100000,01900,00200,4,4,4,-167162361,-108767783.25,-34391822,-45869624.5,28506336.75,52467507,-183478498
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,00100,00100,4,4,4,296105,1842792.5,9602509.5,9383921,17143638,18034560,37535684
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,00100,00300,4,4,4,296105,1842792.5,9602509.5,9383921,17143638,18034560,37535684
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01000,00100,4,4,4,296105,1842792.5,9602509.5,9383921,17143638,18034560,37535684
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01000,00300,4,4,4,296105,1842792.5,9602509.5,9383921,17143638,18034560,37535684
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01100,00100,1,1,1,1200387,1200387,1200387,1200387,1200387,1200387,1200387
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01100,00300,1,1,1,1200387,1200387,1200387,1200387,1200387,1200387,1200387
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01600,00100,1,1,1,1200387,1200387,1200387,1200387,1200387,1200387,1200387
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01600,00300,1,1,1,1200387,1200387,1200387,1200387,1200387,1200387,1200387
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01700,00100,4,4,4,296105,2743082.75,10202703,9684017.75,17143638,18034560,38736071
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01700,00300,4,4,4,296105,2743082.75,10202703,9684017.75,17143638,18034560,38736071
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01800,00100,2,2,2,2208445,3626174,5043903,5043903,6461632,7879361,10087806
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01800,00200,2,2,2,106080133,157977043,209873953,209873953,261770863,313667773,419747906
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01800,00300,2,2,2,113959494,164438675,214917856,214917856,265397037,315876218,429835712
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01900,00100,2,2,2,118415,841496.5,1564578,1564578,2287659.5,3010741,3129156
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01900,00200,4,4,4,301,486.25,6204023.5,16516657.75,22720195,53658283,66066631
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,01900,00300,4,4,4,301,486.25,6263231,17298946.75,23561691.5,56669024,69195787
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02700,00100,1,1,1,-32072,-32072,-32072,-32072,-32072,-32072,-32072
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02700,00200,1,1,1,-820638,-820638,-820638,-820638,-820638,-820638,-820638
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02700,00300,1,1,1,-852710,-852710,-852710,-852710,-852710,-852710,-852710
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02701,00200,1,1,1,70,70,70,70,70,70,70
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02701,00300,1,1,1,70,70,70,70,70,70,70
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02702,00200,1,1,1,74280,74280,74280,74280,74280,74280,74280
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02702,00300,1,1,1,74280,74280,74280,74280,74280,74280,74280
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02800,00100,4,4,4,2622965,11468320.25,15631718,12980240.25,17143638,18034560,51920961
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02800,00200,4,4,4,301,486.25,79496338,121267062.25,200762914,326075272,485068249
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02800,00300,4,4,4,16847212,17737948.75,95721880.5,134247302.5,212231234.25,328698237,536989210
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,02900,00200,4,4,4,10979259,23011612.5,33507532.5,43864518,54360438,97463748,175458072
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G200000,04300,00200,4,4,4,10979259,23011612.5,33507532.5,43864518,54360438,97463748,175458072
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,00100,00100,4,4,4,16847212,17737948.75,95721880.5,134247302.5,212231234.25,328698237,536989210
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,00200,00100,2,2,2,137333013,161001703.5,184670394,184670394,208339084.5,232007775,369340788
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,00300,00100,4,4,4,16847212,17737948.75,27055374,41912105.5,51229530.75,96690462,167648422
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,00400,00100,4,4,4,10979259,23011612.5,33507532.5,43864518,54360438,97463748,175458072
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,00500,00100,4,4,4,-10175185,-5481382,-2345033.5,-1952412.5,1183936,7055602,-7809650
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,00600,00100,1,1,1,160458,160458,160458,160458,160458,160458,160458
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,00700,00100,1,1,1,851132,851132,851132,851132,851132,851132,851132
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,01000,00100,1,1,1,52826,52826,52826,52826,52826,52826,52826
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,01200,00100,1,1,1,684328,684328,684328,684328,684328,684328,684328
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,01400,00100,1,1,1,204876,204876,204876,204876,204876,204876,204876
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,01700,00100,1,1,1,2253,2253,2253,2253,2253,2253,2253
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,01800,00100,2,2,2,57,83.75,110.5,110.5,137.25,164,221
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02000,00100,1,1,1,34973,34973,34973,34973,34973,34973,34973
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02100,00100,1,1,1,36333,36333,36333,36333,36333,36333,36333
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02200,00100,2,2,2,210060,425418.5,640777,640777,856135.5,1071494,1281554
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02400,00100,4,4,4,-18034861,-17144124.25,-8372050,-8315234.5,456839.75,1518023,-33260938
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02401,00100,1,1,1,126078,126078,126078,126078,126078,126078,126078
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02403,00100,1,1,1,189762,189762,189762,189762,189762,189762,189762
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02500,00100,4,4,4,-18034861,-17144124.25,-8051059.5,-7409036,1684028.75,4500836,-29636144
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02600,00100,4,4,4,-27022397,-14990043.5,-7075473.5,-9361448.5,-1446878.5,3727550,-37445794
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02700,00100,1,1,1,11304,11304,11304,11304,11304,11304,11304
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02800,00100,1,1,1,11304,11304,11304,11304,11304,11304,11304
Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,G300000,02900,00100,4,4,4,-27022397,-14990043.5,-7081125.5,-9364274.5,-1455356.5,3727550,-37457098
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,00100,00100,1,1,1,-4456982,-4456982,-4456982,-4456982,-4456982,-4456982,-4456982
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,00100,00200,1,1,1,21413,21413,21413,21413,21413,21413,21413
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,00100,00300,1,1,1,2390806,2390806,2390806,2390806,2390806,2390806,2390806
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,00100,00400,1,1,1,-172783,-172783,-172783,-172783,-172783,-172783,-172783
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,00400,00100,1,1,1,15108295,15108295,15108295,15108295,15108295,15108295,15108295
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,00500,00100,1,1,1,2454970,2454970,2454970,2454970,2454970,2454970,2454970
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,00600,00100,1,1,1,-1773040,-1773040,-1773040,-1773040,-1773040,-1773040,-1773040
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,00800,00100,1,1,1,416825,416825,416825,416825,416825,416825,416825
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,00900,00100,1,1,1,92,92,92,92,92,92,92
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01100,00100,1,1,1,11750160,11750160,11750160,11750160,11750160,11750160,11750160
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01100,00200,1,1,1,21413,21413,21413,21413,21413,21413,21413
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01100,00300,1,1,1,2390806,2390806,2390806,2390806,2390806,2390806,2390806
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01100,00400,1,1,1,-172783,-172783,-172783,-172783,-172783,-172783,-172783
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01200,00400,1,1,1,217859,217859,217859,217859,217859,217859,217859
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01300,00400,1,1,1,12714226,12714226,12714226,12714226,12714226,12714226,12714226
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01400,00400,1,1,1,-7058614,-7058614,-7058614,-7058614,-7058614,-7058614,-7058614
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01500,00400,1,1,1,151511899,151511899,151511899,151511899,151511899,151511899,151511899
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01600,00400,1,1,1,-92862328,-92862328,-92862328,-92862328,-92862328,-92862328,-92862328
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01700,00400,1,1,1,669404,669404,669404,669404,669404,669404,669404
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01800,00400,1,1,1,-338951,-338951,-338951,-338951,-338951,-338951,-338951
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,01900,00400,1,1,1,4820066,4820066,4820066,4820066,4820066,4820066,4820066
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,02000,00400,1,1,1,-4242738,-4242738,-4242738,-4242738,-4242738,-4242738,-4242738
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,02100,00400,1,1,1,45000,45000,45000,45000,45000,45000,45000
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,02200,00400,1,1,1,-28581,-28581,-28581,-28581,-28581,-28581,-28581
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,02300,00400,1,1,1,-9616976,-9616976,-9616976,-9616976,-9616976,-9616976,-9616976
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,02400,00400,1,1,1,-9788225,-9788225,-9788225,-9788225,-9788225,-9788225,-9788225
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,03000,00400,1,1,1,46042041,46042041,46042041,46042041,46042041,46042041,46042041
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,03600,00100,1,1,1,11750160,11750160,11750160,11750160,11750160,11750160,11750160
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,03600,00200,1,1,1,21413,21413,21413,21413,21413,21413,21413
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,03600,00300,1,1,1,2390806,2390806,2390806,2390806,2390806,2390806,2390806
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,03600,00400,1,1,1,45869258,45869258,45869258,45869258,45869258,45869258,45869258
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,03700,00100,1,1,1,-6035861,-6035861,-6035861,-6035861,-6035861,-6035861,-6035861
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,03800,00100,1,1,1,-5604178,-5604178,-5604178,-5604178,-5604178,-5604178,-5604178
